  2.40000   -28.65000    3.721040e-10     -8.90645694       4    6.201733e-10
  2.40000   -28.35000    4.558274e-09     -7.81832085      49    2.170607e-09
  2.40000   -28.05000    1.255851e-08     -7.37818316     135    3.602881e-09
  2.40000   -27.75000    2.167506e-08     -7.14116101     233    4.733267e-09
  2.40000   -27.45000    3.683830e-08     -6.91082174     396    6.170647e-09
  2.40000   -27.15000    5.618770e-08     -6.72747999     604    7.620817e-09
  2.40000   -26.85000    8.623510e-08     -6.54143719     927    9.441108e-09
  2.40000   -26.55000    1.057706e-07     -6.45275646    1137    1.045595e-08
  2.40000   -26.25000    1.381436e-07     -6.33679047    1485    1.194941e-08
  2.40000   -25.95000    1.586093e-07     -6.27679254    1705    1.280399e-08
  2.40000   -25.65000    1.668886e-07     -6.25469449    1794    1.313392e-08
  2.40000   -25.35000    1.709818e-07     -6.24417142    1838    1.329400e-08
  2.40000   -25.05000    1.584233e-07     -6.27730228    1703    1.279648e-08
  2.40000   -24.75000    1.213059e-07     -6.39323934    1304    1.119752e-08
  2.40000   -24.45000    8.046749e-08     -6.57150082     865    9.119922e-09
  2.40000   -24.15000    2.372163e-08     -7.10197675     255    4.951687e-09
  2.40000   -23.85000    2.604728e-09     -8.06135890      28    1.640824e-09
  2.80000   -28.95000    9.371525e-11     -9.50531099       1    3.123842e-10
  2.80000   -28.65000    1.874305e-09     -8.20428099      20    1.397024e-09
  2.80000   -28.35000    5.248054e-09     -7.75712296      56    2.337669e-09
  2.80000   -28.05000    8.528088e-09     -7.54626959      91    2.979955e-09
  2.80000   -27.75000    1.433843e-08     -7.32061955     153    3.863979e-09
  2.80000   -27.45000    2.436597e-08     -7.09033764     260    5.037043e-09
  2.80000   -27.15000    3.027003e-08     -6.99610846     323    5.614231e-09
  2.80000   -26.85000    3.945412e-08     -6.88102889     421    6.409587e-09
  2.80000   -26.55000    4.601419e-08     -6.81422949     491    6.921971e-09
  2.80000   -26.25000    4.891936e-08     -6.78764048     522    7.137141e-09
  2.80000   -25.95000    5.688516e-08     -6.72212229     607    7.696325e-09
  2.80000   -25.65000    6.531953e-08     -6.66207821     697    8.247179e-09
  2.80000   -25.35000    5.791603e-08     -6.71432251     618    7.765747e-09
  2.80000   -25.05000    5.069995e-08     -6.77211372     541    7.265870e-09
  2.80000   -24.75000    2.867687e-08     -7.01958956     306    5.464491e-09
  2.80000   -24.45000    7.497220e-09     -7.60222100      80    2.794049e-09
  2.80000   -24.15000    3.748610e-10     -8.90325099       4    6.247683e-10
  3.25000   -28.95000    7.703964e-10     -8.59040703      10    8.120691e-10
  3.25000   -28.65000    2.311189e-09     -8.11328578      30    1.406545e-09
  3.25000   -28.35000    4.853497e-09     -7.79106648      63    2.038277e-09
  3.25000   -28.05000    7.703964e-09     -7.59040703     100    2.567988e-09
  3.25000   -27.75000    1.271154e-08     -7.37292309     165    3.298640e-09
  3.25000   -27.45000    1.748800e-08     -7.23438118     227    3.869064e-09
  3.25000   -27.15000    2.449860e-08     -7.08797991     318    4.579379e-09
  3.25000   -26.85000    3.089289e-08     -6.98726266     401    5.142392e-09
  3.25000   -26.55000    3.805758e-08     -6.89668009     494    5.707638e-09
  3.25000   -26.25000    3.952133e-08     -6.88028967     513    5.816365e-09
  3.25000   -25.95000    3.482192e-08     -6.93526860     452    5.459617e-09
  3.25000   -25.65000    2.927506e-08     -7.01062344     380    5.005930e-09
  3.25000   -25.35000    2.133998e-08     -7.14792727     277    4.273984e-09
  3.25000   -25.05000    1.332786e-08     -7.35236093     173    3.377661e-09
  3.25000   -24.75000    2.927506e-09     -8.01062344      38    1.583014e-09
  3.25000   -24.45000    5.392775e-10     -8.74530899       7    6.794257e-10
