  0.490 &   -26.250 &   -26.250 &      11 &   -7.740 &    5.480 \\
  0.490 &   -25.950 &   -25.950 &      21 &   -7.460 &    7.550 \\
  0.490 &   -25.650 &   -25.650 &      33 &   -7.260 &    9.470 \\
  0.490 &   -25.350 &   -25.350 &      52 &   -7.070 &   11.900 \\
  0.490 &   -25.050 &   -25.050 &      94 &   -6.810 &   16.010 \\
  0.490 &   -24.750 &   -24.750 &     154 &   -6.590 &   20.520 \\
  0.490 &   -24.450 &   -24.450 &     228 &   -6.420 &   24.940 \\
  0.490 &   -24.150 &   -24.150 &     337 &   -6.230 &   35.980 \\
  0.490 &   -23.850 &   -23.850 &     358 &   -6.080 &   43.960 \\
  0.490 &   -23.550 &   -23.550 &     311 &   -5.970 &   75.480 \\
  0.490 &   -23.250 &   -23.250 &     290 &   -5.810 &  102.810 \\
  0.490 &   -22.950 &   -22.950 &      39 &   -6.350 &  174.240 \\

  0.870 &   -27.450 &   -27.450 &       5 &   -8.390 &    1.810 \\
  0.870 &   -27.150 &   -27.150 &      19 &   -7.810 &    3.530 \\
  0.870 &   -26.850 &   -26.850 &      29 &   -7.630 &    4.360 \\
  0.870 &   -26.550 &   -26.550 &      64 &   -7.290 &    6.480 \\
  0.870 &   -26.250 &   -26.250 &     134 &   -6.960 &    9.380 \\
  0.870 &   -25.950 &   -25.950 &     179 &   -6.840 &   10.840 \\
  0.870 &   -25.650 &   -25.650 &     293 &   -6.620 &   13.870 \\
  0.870 &   -25.350 &   -25.350 &     470 &   -6.420 &   17.570 \\
  0.870 &   -25.050 &   -25.050 &     492 &   -6.300 &   24.490 \\
  0.870 &   -24.750 &   -24.750 &     284 &   -6.230 &   51.360 \\
  0.870 &   -24.450 &   -24.450 &     122 &   -6.130 &  100.790 \\
  0.870 &   -24.150 &   -24.150 &       9 &   -5.860 & 1446.590 \\

  1.250 &   -28.050 &   -28.050 &      12 &   -8.150 &    2.060 \\
  1.250 &   -27.750 &   -27.750 &      23 &   -7.860 &    2.850 \\
  1.250 &   -27.450 &   -27.450 &      29 &   -7.760 &    3.200 \\
  1.250 &   -27.150 &   -27.150 &      73 &   -7.360 &    5.070 \\
  1.250 &   -26.850 &   -26.850 &     139 &   -7.080 &    7.000 \\
  1.250 &   -26.550 &   -26.550 &     249 &   -6.830 &    9.370 \\
  1.250 &   -26.250 &   -26.250 &     439 &   -6.580 &   12.440 \\
  1.250 &   -25.950 &   -25.950 &     783 &   -6.330 &   16.620 \\
  1.250 &   -25.650 &   -25.650 &     733 &   -6.240 &   22.560 \\
  1.250 &   -25.350 &   -25.350 &     360 &   -6.120 &   48.010 \\
  1.250 &   -25.050 &   -25.050 &      12 &   -5.740 & 1332.390 \\


  1.630 &   -28.650 &   -28.650 &      11 &   -8.250 &    1.700 \\
  1.630 &   -28.350 &   -28.350 &      16 &   -8.080 &    2.060 \\
  1.630 &   -28.050 &   -28.050 &      32 &   -7.780 &    2.910 \\
  1.630 &   -27.750 &   -27.750 &      79 &   -7.390 &    4.570 \\
  1.630 &   -27.450 &   -27.450 &     147 &   -7.120 &    6.230 \\
  1.630 &   -27.150 &   -27.150 &     269 &   -6.860 &    8.430 \\
