M1450_start M1450_end  z_start    z_end     sel.
 -27.400  -27.300    2.200    2.250   0.0000
 -27.400  -27.300    2.250    2.300   0.0000
 -27.400  -27.300    2.300    2.350   0.0000
 -27.400  -27.300    2.350    2.400   0.0000
 -27.400  -27.300    2.400    2.450   0.0000
 -27.400  -27.300    2.450    2.500   0.0050
 -27.400  -27.300    2.500    2.550   0.0050
 -27.400  -27.300    2.550    2.600   0.0100
 -27.400  -27.300    2.600    2.650   0.0150
 -27.400  -27.300    2.650    2.700   0.0200
 -27.400  -27.300    2.700    2.750   0.0300
 -27.400  -27.300    2.750    2.800   0.0300
 -27.400  -27.300    2.800    2.850   0.1200
 -27.400  -27.300    2.850    2.900   0.2700
 -27.400  -27.300    2.900    2.950   0.5050
 -27.400  -27.300    2.950    3.000   0.7500
 -27.400  -27.300    3.000    3.050   0.8900
 -27.400  -27.300    3.050    3.100   0.9550
 -27.400  -27.300    3.100    3.150   0.9850
 -27.400  -27.300    3.150    3.200   1.0000
 -27.400  -27.300    3.200    3.250   0.9700
 -27.400  -27.300    3.250    3.300   0.9800
 -27.400  -27.300    3.300    3.350   0.9450
 -27.400  -27.300    3.350    3.400   0.8900
 -27.400  -27.300    3.400    3.450   0.9150
 -27.400  -27.300    3.450    3.500   0.9300
 -27.400  -27.300    3.500    3.550   0.9050
 -27.400  -27.300    3.550    3.600   0.9100
 -27.400  -27.300    3.600    3.650   0.9450
 -27.400  -27.300    3.650    3.700   0.9250
 -27.400  -27.300    3.700    3.750   0.9600
 -27.400  -27.300    3.750    3.800   0.9950
 -27.400  -27.300    3.800    3.850   0.9700
 -27.400  -27.300    3.850    3.900   0.9750
 -27.400  -27.300    3.900    3.950   0.9850
 -27.400  -27.300    3.950    4.000   0.9900
 -27.400  -27.300    4.000    4.050   0.9750
 -27.400  -27.300    4.050    4.100   0.9800
 -27.400  -27.300    4.100    4.150   0.9900
 -27.400  -27.300    4.150    4.200   0.9800
 -27.400  -27.300    4.200    4.250   0.9750
 -27.400  -27.300    4.250    4.300   0.9500
 -27.400  -27.300    4.300    4.350   0.9150
 -27.400  -27.300    4.350    4.400   0.9000
 -27.400  -27.300    4.400    4.450   0.7900
 -27.400  -27.300    4.450    4.500   0.5900
 -27.400  -27.300    4.500    4.550   0.4950
 -27.400  -27.300    4.550    4.600   0.8350
 -27.300  -27.200    2.000    2.050   0.0000
 -27.300  -27.200    2.050    2.100   0.0000
 -27.300  -27.200    2.100    2.150   0.0000
 -27.300  -27.200    2.150    2.200   0.0000
 -27.300  -27.200    2.200    2.250   0.0000
 -27.300  -27.200    2.250    2.300   0.0000
 -27.300  -27.200    2.300    2.350   0.0050
 -27.300  -27.200    2.350    2.400   0.0150
 -27.300  -27.200    2.400    2.450   0.0050
 -27.300  -27.200    2.450    2.500   0.0400
 -27.300  -27.200    2.500    2.550   0.0900
 -27.300  -27.200    2.550    2.600   0.1000
 -27.300  -27.200    2.600    2.650   0.1400
 -27.300  -27.200    2.650    2.700   0.1900
 -27.300  -27.200    2.700    2.750   0.1550
 -27.300  -27.200    2.750    2.800   0.2350
 -27.300  -27.200    2.800    2.850   0.3950
 -27.300  -27.200    2.850    2.900   0.4750
 -27.300  -27.200    2.900    2.950   0.6600
 -27.300  -27.200    2.950    3.000   0.8700
 -27.300  -27.200    3.000    3.050   0.9750
 -27.300  -27.200    3.050    3.100   1.0000
 -27.300  -27.200    3.100    3.150   0.9750
 -27.300  -27.200    3.150    3.200   0.9650
 -27.300  -27.200    3.200    3.250   0.9700
 -27.300  -27.200    3.250    3.300   0.9200
 -27.300  -27.200    3.300    3.350   0.8600
 -27.300  -27.200    3.350    3.400   0.8650
 -27.300  -27.200    3.400    3.450   0.9200
 -27.300  -27.200    3.450    3.500   0.7500
 -27.300  -27.200    3.500    3.550   0.7900
 -27.300  -27.200    3.550    3.600   0.8850
 -27.300  -27.200    3.600    3.650   0.9400
 -27.300  -27.200    3.650    3.700   0.9700
 -27.300  -27.200    3.700    3.750   0.9850
 -27.300  -27.200    3.750    3.800   0.9850
 -27.300  -27.200    3.800    3.850   0.9900
 -27.300  -27.200    3.850    3.900   0.9950
 -27.300  -27.200    3.900    3.950   0.9850
 -27.300  -27.200    3.950    4.000   0.9800
 -27.300  -27.200    4.000    4.050   0.9850
 -27.300  -27.200    4.050    4.100   0.9700
 -27.300  -27.200    4.100    4.150   0.9850
 -27.300  -27.200    4.150    4.200   0.9600
 -27.300  -27.200    4.200    4.250   0.9150
 -27.300  -27.200    4.250    4.300   0.9050
 -27.300  -27.200    4.300    4.350   0.8800
 -27.300  -27.200    4.350    4.400   0.8750
 -27.300  -27.200    4.400    4.450   0.7500
 -27.300  -27.200    4.450    4.500   0.3700
 -27.300  -27.200    4.500    4.550   0.2250
 -27.300  -27.200    4.550    4.600   0.8150
 -27.200  -27.100    2.000    2.050   0.0000
 -27.200  -27.100    2.050    2.100   0.0000
 -27.200  -27.100    2.100    2.150   0.0000
 -27.200  -27.100    2.150    2.200   0.0050
 -27.200  -27.100    2.200    2.250   0.0100
 -27.200  -27.100    2.250    2.300   0.0200
 -27.200  -27.100    2.300    2.350   0.0550
 -27.200  -27.100    2.350    2.400   0.0550
 -27.200  -27.100    2.400    2.450   0.1250
 -27.200  -27.100    2.450    2.500   0.1850
 -27.200  -27.100    2.500    2.550   0.2400
 -27.200  -27.100    2.550    2.600   0.3450
 -27.200  -27.100    2.600    2.650   0.3700
 -27.200  -27.100    2.650    2.700   0.3850
 -27.200  -27.100    2.700    2.750   0.4350
 -27.200  -27.100    2.750    2.800   0.4650
 -27.200  -27.100    2.800    2.850   0.5500
 -27.200  -27.100    2.850    2.900   0.6900
 -27.200  -27.100    2.900    2.950   0.7400
 -27.200  -27.100    2.950    3.000   0.9200
 -27.200  -27.100    3.000    3.050   0.9700
 -27.200  -27.100    3.050    3.100   0.9900
 -27.200  -27.100    3.100    3.150   0.9700
 -27.200  -27.100    3.150    3.200   0.9500
 -27.200  -27.100    3.200    3.250   0.9600
 -27.200  -27.100    3.250    3.300   0.9250
 -27.200  -27.100    3.300    3.350   0.8900
 -27.200  -27.100    3.350    3.400   0.9500
 -27.200  -27.100    3.400    3.450   0.9300
 -27.200  -27.100    3.450    3.500   0.8650
 -27.200  -27.100    3.500    3.550   0.9000
 -27.200  -27.100    3.550    3.600   0.9650
 -27.200  -27.100    3.600    3.650   0.9750
 -27.200  -27.100    3.650    3.700   0.9800
 -27.200  -27.100    3.700    3.750   0.9900
 -27.200  -27.100    3.750    3.800   0.9850
 -27.200  -27.100    3.800    3.850   0.9850
 -27.200  -27.100    3.850    3.900   0.9700
 -27.200  -27.100    3.900    3.950   0.9800
 -27.200  -27.100    3.950    4.000   0.9850
 -27.200  -27.100    4.000    4.050   0.9500
 -27.200  -27.100    4.050    4.100   0.9600
 -27.200  -27.100    4.100    4.150   0.9600
 -27.200  -27.100    4.150    4.200   0.9300
 -27.200  -27.100    4.200    4.250   0.8800
 -27.200  -27.100    4.250    4.300   0.8750
 -27.200  -27.100    4.300    4.350   0.8900
 -27.200  -27.100    4.350    4.400   0.9350
 -27.200  -27.100    4.400    4.450   0.8950
 -27.200  -27.100    4.450    4.500   0.7300
 -27.200  -27.100    4.500    4.550   0.6250
 -27.200  -27.100    4.550    4.600   0.8800
 -27.100  -27.000    2.000    2.050   0.0000
 -27.100  -27.000    2.050    2.100   0.0000
 -27.100  -27.000    2.100    2.150   0.0000
 -27.100  -27.000    2.150    2.200   0.0150
 -27.100  -27.000    2.200    2.250   0.0350
 -27.100  -27.000    2.250    2.300   0.0800
 -27.100  -27.000    2.300    2.350   0.1150
 -27.100  -27.000    2.350    2.400   0.1750
 -27.100  -27.000    2.400    2.450   0.2400
 -27.100  -27.000    2.450    2.500   0.3800
 -27.100  -27.000    2.500    2.550   0.5750
 -27.100  -27.000    2.550    2.600   0.5800
 -27.100  -27.000    2.600    2.650   0.6100
 -27.100  -27.000    2.650    2.700   0.5800
 -27.100  -27.000    2.700    2.750   0.6150
 -27.100  -27.000    2.750    2.800   0.5850
 -27.100  -27.000    2.800    2.850   0.6700
 -27.100  -27.000    2.850    2.900   0.7550
 -27.100  -27.000    2.900    2.950   0.8800
 -27.100  -27.000    2.950    3.000   0.9400
 -27.100  -27.000    3.000    3.050   0.9550
 -27.100  -27.000    3.050    3.100   0.9650
 -27.100  -27.000    3.100    3.150   0.9700
 -27.100  -27.000    3.150    3.200   0.9500
 -27.100  -27.000    3.200    3.250   0.9750
 -27.100  -27.000    3.250    3.300   0.9650
 -27.100  -27.000    3.300    3.350   0.9750
 -27.100  -27.000    3.350    3.400   0.9850
 -27.100  -27.000    3.400    3.450   0.9750
 -27.100  -27.000    3.450    3.500   0.9300
 -27.100  -27.000    3.500    3.550   0.9300
 -27.100  -27.000    3.550    3.600   0.9700
 -27.100  -27.000    3.600    3.650   0.9600
 -27.100  -27.000    3.650    3.700   0.9600
 -27.100  -27.000    3.700    3.750   0.9650
 -27.100  -27.000    3.750    3.800   0.9600
 -27.100  -27.000    3.800    3.850   0.9600
 -27.100  -27.000    3.850    3.900   0.9800
 -27.100  -27.000    3.900    3.950   0.9550
 -27.100  -27.000    3.950    4.000   0.9600
 -27.100  -27.000    4.000    4.050   0.9600
 -27.100  -27.000    4.050    4.100   0.9750
 -27.100  -27.000    4.100    4.150   0.9850
 -27.100  -27.000    4.150    4.200   0.9350
 -27.100  -27.000    4.200    4.250   0.9300
 -27.100  -27.000    4.250    4.300   0.9050
 -27.100  -27.000    4.300    4.350   0.9400
 -27.100  -27.000    4.350    4.400   0.9900
 -27.100  -27.000    4.400    4.450   0.9700
 -27.100  -27.000    4.450    4.500   0.9500
 -27.100  -27.000    4.500    4.550   0.8450
 -27.100  -27.000    4.550    4.600   0.9550
 -27.000  -26.900    2.000    2.050   0.0000
 -27.000  -26.900    2.050    2.100   0.0050
 -27.000  -26.900    2.100    2.150   0.0200
 -27.000  -26.900    2.150    2.200   0.0550
 -27.000  -26.900    2.200    2.250   0.1100
 -27.000  -26.900    2.250    2.300   0.2200
 -27.000  -26.900    2.300    2.350   0.2350
 -27.000  -26.900    2.350    2.400   0.4200
 -27.000  -26.900    2.400    2.450   0.5800
 -27.000  -26.900    2.450    2.500   0.6750
 -27.000  -26.900    2.500    2.550   0.8200
 -27.000  -26.900    2.550    2.600   0.8000
 -27.000  -26.900    2.600    2.650   0.7600
 -27.000  -26.900    2.650    2.700   0.7050
 -27.000  -26.900    2.700    2.750   0.7150
 -27.000  -26.900    2.750    2.800   0.7100
 -27.000  -26.900    2.800    2.850   0.8100
 -27.000  -26.900    2.850    2.900   0.8900
 -27.000  -26.900    2.900    2.950   0.9600
 -27.000  -26.900    2.950    3.000   0.9600
 -27.000  -26.900    3.000    3.050   0.9650
 -27.000  -26.900    3.050    3.100   0.9600
 -27.000  -26.900    3.100    3.150   0.9350
 -27.000  -26.900    3.150    3.200   0.9650
 -27.000  -26.900    3.200    3.250   0.9600
 -27.000  -26.900    3.250    3.300   0.9850
 -27.000  -26.900    3.300    3.350   0.9750
 -27.000  -26.900    3.350    3.400   0.9800
 -27.000  -26.900    3.400    3.450   0.9250
 -27.000  -26.900    3.450    3.500   0.8900
 -27.000  -26.900    3.500    3.550   0.9450
 -27.000  -26.900    3.550    3.600   0.9100
 -27.000  -26.900    3.600    3.650   0.9200
 -27.000  -26.900    3.650    3.700   0.9250
 -27.000  -26.900    3.700    3.750   0.9300
 -27.000  -26.900    3.750    3.800   0.9500
 -27.000  -26.900    3.800    3.850   0.9550
 -27.000  -26.900    3.850    3.900   0.9850
 -27.000  -26.900    3.900    3.950   0.9800
 -27.000  -26.900    3.950    4.000   0.9750
 -27.000  -26.900    4.000    4.050   0.9800
 -27.000  -26.900    4.050    4.100   0.9600
 -27.000  -26.900    4.100    4.150   0.9750
 -27.000  -26.900    4.150    4.200   0.9800
 -27.000  -26.900    4.200    4.250   0.9700
 -27.000  -26.900    4.250    4.300   0.9900
 -27.000  -26.900    4.300    4.350   0.9900
 -27.000  -26.900    4.350    4.400   0.9800
 -27.000  -26.900    4.400    4.450   0.9350
 -27.000  -26.900    4.450    4.500   0.9200
 -27.000  -26.900    4.500    4.550   0.9550
 -27.000  -26.900    4.550    4.600   0.9800
 -26.900  -26.800    2.000    2.050   0.0050
 -26.900  -26.800    2.050    2.100   0.0150
 -26.900  -26.800    2.100    2.150   0.0900
 -26.900  -26.800    2.150    2.200   0.2150
 -26.900  -26.800    2.200    2.250   0.3000
 -26.900  -26.800    2.250    2.300   0.4200
 -26.900  -26.800    2.300    2.350   0.5300
 -26.900  -26.800    2.350    2.400   0.7100
 -26.900  -26.800    2.400    2.450   0.7300
 -26.900  -26.800    2.450    2.500   0.8850
 -26.900  -26.800    2.500    2.550   0.8850
 -26.900  -26.800    2.550    2.600   0.7850
 -26.900  -26.800    2.600    2.650   0.7750
 -26.900  -26.800    2.650    2.700   0.6500
 -26.900  -26.800    2.700    2.750   0.7000
 -26.900  -26.800    2.750    2.800   0.8150
 -26.900  -26.800    2.800    2.850   0.8050
 -26.900  -26.800    2.850    2.900   0.8800
 -26.900  -26.800    2.900    2.950   0.9300
 -26.900  -26.800    2.950    3.000   0.9450
 -26.900  -26.800    3.000    3.050   0.9550
 -26.900  -26.800    3.050    3.100   0.9850
 -26.900  -26.800    3.100    3.150   0.9550
 -26.900  -26.800    3.150    3.200   0.9600
 -26.900  -26.800    3.200    3.250   0.9650
 -26.900  -26.800    3.250    3.300   0.9450
 -26.900  -26.800    3.300    3.350   0.9750
 -26.900  -26.800    3.350    3.400   0.9100
 -26.900  -26.800    3.400    3.450   0.8850
 -26.900  -26.800    3.450    3.500   0.8100
 -26.900  -26.800    3.500    3.550   0.8800
 -26.900  -26.800    3.550    3.600   0.9150
 -26.900  -26.800    3.600    3.650   0.9350
 -26.900  -26.800    3.650    3.700   0.9650
 -26.900  -26.800    3.700    3.750   0.9550
 -26.900  -26.800    3.750    3.800   0.9950
 -26.900  -26.800    3.800    3.850   0.9750
 -26.900  -26.800    3.850    3.900   0.9900
 -26.900  -26.800    3.900    3.950   0.9850
 -26.900  -26.800    3.950    4.000   0.9800
 -26.900  -26.800    4.000    4.050   0.9950
 -26.900  -26.800    4.050    4.100   0.9900
 -26.900  -26.800    4.100    4.150   0.9800
 -26.900  -26.800    4.150    4.200   0.9950
 -26.900  -26.800    4.200    4.250   0.9950
 -26.900  -26.800    4.250    4.300   0.9750
 -26.900  -26.800    4.300    4.350   0.9300
 -26.900  -26.800    4.350    4.400   0.8500
 -26.900  -26.800    4.400    4.450   0.8600
 -26.900  -26.800    4.450    4.500   0.8850
 -26.900  -26.800    4.500    4.550   0.9750
 -26.900  -26.800    4.550    4.600   0.9900
 -26.800  -26.700    2.000    2.050   0.0100
 -26.800  -26.700    2.050    2.100   0.0900
 -26.800  -26.700    2.100    2.150   0.2150
 -26.800  -26.700    2.150    2.200   0.3950
 -26.800  -26.700    2.200    2.250   0.5150
 -26.800  -26.700    2.250    2.300   0.6150
 -26.800  -26.700    2.300    2.350   0.7550
 -26.800  -26.700    2.350    2.400   0.8500
 -26.800  -26.700    2.400    2.450   0.9500
 -26.800  -26.700    2.450    2.500   0.9600
 -26.800  -26.700    2.500    2.550   0.8900
 -26.800  -26.700    2.550    2.600   0.8150
 -26.800  -26.700    2.600    2.650   0.6850
 -26.800  -26.700    2.650    2.700   0.5400
 -26.800  -26.700    2.700    2.750   0.5350
 -26.800  -26.700    2.750    2.800   0.6950
 -26.800  -26.700    2.800    2.850   0.7500
 -26.800  -26.700    2.850    2.900   0.9050
 -26.800  -26.700    2.900    2.950   0.9150
 -26.800  -26.700    2.950    3.000   0.9800
 -26.800  -26.700    3.000    3.050   0.9750
 -26.800  -26.700    3.050    3.100   0.9850
 -26.800  -26.700    3.100    3.150   0.9600
 -26.800  -26.700    3.150    3.200   0.9800
 -26.800  -26.700    3.200    3.250   0.9850
 -26.800  -26.700    3.250    3.300   0.9800
 -26.800  -26.700    3.300    3.350   0.9700
 -26.800  -26.700    3.350    3.400   0.9250
 -26.800  -26.700    3.400    3.450   0.8850
 -26.800  -26.700    3.450    3.500   0.8700
 -26.800  -26.700    3.500    3.550   0.9300
 -26.800  -26.700    3.550    3.600   0.9450
 -26.800  -26.700    3.600    3.650   0.9650
 -26.800  -26.700    3.650    3.700   0.9750
 -26.800  -26.700    3.700    3.750   0.9900
 -26.800  -26.700    3.750    3.800   0.9750
 -26.800  -26.700    3.800    3.850   0.9800
 -26.800  -26.700    3.850    3.900   0.9800
 -26.800  -26.700    3.900    3.950   0.9850
 -26.800  -26.700    3.950    4.000   0.9850
 -26.800  -26.700    4.000    4.050   0.9800
 -26.800  -26.700    4.050    4.100   0.9900
 -26.800  -26.700    4.100    4.150   0.9900
 -26.800  -26.700    4.150    4.200   0.9800
 -26.800  -26.700    4.200    4.250   0.9350
 -26.800  -26.700    4.250    4.300   0.9050
 -26.800  -26.700    4.300    4.350   0.9050
 -26.800  -26.700    4.350    4.400   0.9150
 -26.800  -26.700    4.400    4.450   0.9300
 -26.800  -26.700    4.450    4.500   0.9800
 -26.800  -26.700    4.500    4.550   0.9900
 -26.800  -26.700    4.550    4.600   0.9800
 -26.700  -26.600    2.000    2.050   0.1000
 -26.700  -26.600    2.050    2.100   0.2200
 -26.700  -26.600    2.100    2.150   0.4450
 -26.700  -26.600    2.150    2.200   0.6100
 -26.700  -26.600    2.200    2.250   0.7550
 -26.700  -26.600    2.250    2.300   0.8200
 -26.700  -26.600    2.300    2.350   0.9600
 -26.700  -26.600    2.350    2.400   0.9750
 -26.700  -26.600    2.400    2.450   0.9700
 -26.700  -26.600    2.450    2.500   0.9400
 -26.700  -26.600    2.500    2.550   0.8950
 -26.700  -26.600    2.550    2.600   0.8550
 -26.700  -26.600    2.600    2.650   0.7400
 -26.700  -26.600    2.650    2.700   0.6000
 -26.700  -26.600    2.700    2.750   0.6200
 -26.700  -26.600    2.750    2.800   0.6950
 -26.700  -26.600    2.800    2.850   0.7700
 -26.700  -26.600    2.850    2.900   0.9050
 -26.700  -26.600    2.900    2.950   0.9350
 -26.700  -26.600    2.950    3.000   0.9500
 -26.700  -26.600    3.000    3.050   0.9850
 -26.700  -26.600    3.050    3.100   0.9700
 -26.700  -26.600    3.100    3.150   0.9700
 -26.700  -26.600    3.150    3.200   0.9700
 -26.700  -26.600    3.200    3.250   0.9850
 -26.700  -26.600    3.250    3.300   0.9850
 -26.700  -26.600    3.300    3.350   0.9900
 -26.700  -26.600    3.350    3.400   0.9500
 -26.700  -26.600    3.400    3.450   0.9150
 -26.700  -26.600    3.450    3.500   0.8900
 -26.700  -26.600    3.500    3.550   0.9250
 -26.700  -26.600    3.550    3.600   0.9550
 -26.700  -26.600    3.600    3.650   0.9600
 -26.700  -26.600    3.650    3.700   0.9750
 -26.700  -26.600    3.700    3.750   0.9800
 -26.700  -26.600    3.750    3.800   0.9700
 -26.700  -26.600    3.800    3.850   0.9950
 -26.700  -26.600    3.850    3.900   0.9800
 -26.700  -26.600    3.900    3.950   0.9800
 -26.700  -26.600    3.950    4.000   0.9950
 -26.700  -26.600    4.000    4.050   0.9800
 -26.700  -26.600    4.050    4.100   0.9800
 -26.700  -26.600    4.100    4.150   0.9850
 -26.700  -26.600    4.150    4.200   0.9500
 -26.700  -26.600    4.200    4.250   0.9550
 -26.700  -26.600    4.250    4.300   0.9600
 -26.700  -26.600    4.300    4.350   0.9650
 -26.700  -26.600    4.350    4.400   0.9650
 -26.700  -26.600    4.400    4.450   0.9900
 -26.700  -26.600    4.450    4.500   0.9850
 -26.700  -26.600    4.500    4.550   0.9850
 -26.700  -26.600    4.550    4.600   0.9800
 -26.600  -26.500    2.000    2.050   0.2250
 -26.600  -26.500    2.050    2.100   0.4500
 -26.600  -26.500    2.100    2.150   0.7000
 -26.600  -26.500    2.150    2.200   0.7950
 -26.600  -26.500    2.200    2.250   0.9250
 -26.600  -26.500    2.250    2.300   0.9650
 -26.600  -26.500    2.300    2.350   0.9550
 -26.600  -26.500    2.350    2.400   0.9750
 -26.600  -26.500    2.400    2.450   0.9800
 -26.600  -26.500    2.450    2.500   0.9550
 -26.600  -26.500    2.500    2.550   0.9400
 -26.600  -26.500    2.550    2.600   0.8850
 -26.600  -26.500    2.600    2.650   0.8450
 -26.600  -26.500    2.650    2.700   0.6550
 -26.600  -26.500    2.700    2.750   0.6100
 -26.600  -26.500    2.750    2.800   0.6600
 -26.600  -26.500    2.800    2.850   0.8350
 -26.600  -26.500    2.850    2.900   0.8450
 -26.600  -26.500    2.900    2.950   0.9100
 -26.600  -26.500    2.950    3.000   0.9550
 -26.600  -26.500    3.000    3.050   0.9600
 -26.600  -26.500    3.050    3.100   0.9800
 -26.600  -26.500    3.100    3.150   0.9750
 -26.600  -26.500    3.150    3.200   0.9750
 -26.600  -26.500    3.200    3.250   0.9600
 -26.600  -26.500    3.250    3.300   0.9850
 -26.600  -26.500    3.300    3.350   0.9800
 -26.600  -26.500    3.350    3.400   0.9200
 -26.600  -26.500    3.400    3.450   0.8300
 -26.600  -26.500    3.450    3.500   0.8450
 -26.600  -26.500    3.500    3.550   0.8900
 -26.600  -26.500    3.550    3.600   0.9400
 -26.600  -26.500    3.600    3.650   0.9100
 -26.600  -26.500    3.650    3.700   0.9450
 -26.600  -26.500    3.700    3.750   0.9800
 -26.600  -26.500    3.750    3.800   0.9800
 -26.600  -26.500    3.800    3.850   0.9850
 -26.600  -26.500    3.850    3.900   0.9800
 -26.600  -26.500    3.900    3.950   0.9800
 -26.600  -26.500    3.950    4.000   0.9700
 -26.600  -26.500    4.000    4.050   0.9900
 -26.600  -26.500    4.050    4.100   0.9750
 -26.600  -26.500    4.100    4.150   0.9600
 -26.600  -26.500    4.150    4.200   0.9800
 -26.600  -26.500    4.200    4.250   0.9850
 -26.600  -26.500    4.250    4.300   0.9900
 -26.600  -26.500    4.300    4.350   0.9900
 -26.600  -26.500    4.350    4.400   0.9850
 -26.600  -26.500    4.400    4.450   0.9750
 -26.600  -26.500    4.450    4.500   0.9700
 -26.600  -26.500    4.500    4.550   0.9550
 -26.600  -26.500    4.550    4.600   0.9700
 -26.500  -26.400    2.000    2.050   0.4800
 -26.500  -26.400    2.050    2.100   0.7200
 -26.500  -26.400    2.100    2.150   0.8250
 -26.500  -26.400    2.150    2.200   0.9100
 -26.500  -26.400    2.200    2.250   0.9750
 -26.500  -26.400    2.250    2.300   0.9950
 -26.500  -26.400    2.300    2.350   0.9800
 -26.500  -26.400    2.350    2.400   0.9650
 -26.500  -26.400    2.400    2.450   0.9650
 -26.500  -26.400    2.450    2.500   0.9950
 -26.500  -26.400    2.500    2.550   0.9600
 -26.500  -26.400    2.550    2.600   0.9500
 -26.500  -26.400    2.600    2.650   0.9000
 -26.500  -26.400    2.650    2.700   0.7650
 -26.500  -26.400    2.700    2.750   0.7150
 -26.500  -26.400    2.750    2.800   0.8400
 -26.500  -26.400    2.800    2.850   0.8600
 -26.500  -26.400    2.850    2.900   0.9400
 -26.500  -26.400    2.900    2.950   0.9350
 -26.500  -26.400    2.950    3.000   0.9500
 -26.500  -26.400    3.000    3.050   0.9600
 -26.500  -26.400    3.050    3.100   0.9750
 -26.500  -26.400    3.100    3.150   0.9800
 -26.500  -26.400    3.150    3.200   0.9800
 -26.500  -26.400    3.200    3.250   0.9850
 -26.500  -26.400    3.250    3.300   0.9800
 -26.500  -26.400    3.300    3.350   0.9800
 -26.500  -26.400    3.350    3.400   0.9350
 -26.500  -26.400    3.400    3.450   0.8850
 -26.500  -26.400    3.450    3.500   0.8250
 -26.500  -26.400    3.500    3.550   0.8200
 -26.500  -26.400    3.550    3.600   0.8900
 -26.500  -26.400    3.600    3.650   0.8950
 -26.500  -26.400    3.650    3.700   0.9350
 -26.500  -26.400    3.700    3.750   0.9750
 -26.500  -26.400    3.750    3.800   0.9900
 -26.500  -26.400    3.800    3.850   0.9850
 -26.500  -26.400    3.850    3.900   0.9800
 -26.500  -26.400    3.900    3.950   0.9850
 -26.500  -26.400    3.950    4.000   0.9800
 -26.500  -26.400    4.000    4.050   0.9850
 -26.500  -26.400    4.050    4.100   0.9850
 -26.500  -26.400    4.100    4.150   0.9850
 -26.500  -26.400    4.150    4.200   0.9850
 -26.500  -26.400    4.200    4.250   0.9650
 -26.500  -26.400    4.250    4.300   0.9750
 -26.500  -26.400    4.300    4.350   0.9850
 -26.500  -26.400    4.350    4.400   0.9600
 -26.500  -26.400    4.400    4.450   0.8900
 -26.500  -26.400    4.450    4.500   0.7950
 -26.500  -26.400    4.500    4.550   0.7850
 -26.500  -26.400    4.550    4.600   0.8300
 -26.400  -26.300    2.000    2.050   0.6450
 -26.400  -26.300    2.050    2.100   0.8850
 -26.400  -26.300    2.100    2.150   0.9650
 -26.400  -26.300    2.150    2.200   0.9750
 -26.400  -26.300    2.200    2.250   0.9950
 -26.400  -26.300    2.250    2.300   0.9850
 -26.400  -26.300    2.300    2.350   0.9900
 -26.400  -26.300    2.350    2.400   0.9900
 -26.400  -26.300    2.400    2.450   0.9800
 -26.400  -26.300    2.450    2.500   0.9950
 -26.400  -26.300    2.500    2.550   0.9850
 -26.400  -26.300    2.550    2.600   0.9650
 -26.400  -26.300    2.600    2.650   0.9300
 -26.400  -26.300    2.650    2.700   0.8600
 -26.400  -26.300    2.700    2.750   0.8250
 -26.400  -26.300    2.750    2.800   0.8100
 -26.400  -26.300    2.800    2.850   0.8650
 -26.400  -26.300    2.850    2.900   0.8600
 -26.400  -26.300    2.900    2.950   0.9100
 -26.400  -26.300    2.950    3.000   0.9750
 -26.400  -26.300    3.000    3.050   0.9700
 -26.400  -26.300    3.050    3.100   0.9800
 -26.400  -26.300    3.100    3.150   0.9750
 -26.400  -26.300    3.150    3.200   0.9550
 -26.400  -26.300    3.200    3.250   0.9950
 -26.400  -26.300    3.250    3.300   0.9850
 -26.400  -26.300    3.300    3.350   0.9700
 -26.400  -26.300    3.350    3.400   0.9400
 -26.400  -26.300    3.400    3.450   0.8600
 -26.400  -26.300    3.450    3.500   0.8350
 -26.400  -26.300    3.500    3.550   0.9050
 -26.400  -26.300    3.550    3.600   0.9600
 -26.400  -26.300    3.600    3.650   0.9550
 -26.400  -26.300    3.650    3.700   0.9950
 -26.400  -26.300    3.700    3.750   0.9850
 -26.400  -26.300    3.750    3.800   0.9950
 -26.400  -26.300    3.800    3.850   0.9900
 -26.400  -26.300    3.850    3.900   0.9850
 -26.400  -26.300    3.900    3.950   0.9750
 -26.400  -26.300    3.950    4.000   0.9600
 -26.400  -26.300    4.000    4.050   0.9950
 -26.400  -26.300    4.050    4.100   0.9850
 -26.400  -26.300    4.100    4.150   0.9900
 -26.400  -26.300    4.150    4.200   0.9850
 -26.400  -26.300    4.200    4.250   0.9750
 -26.400  -26.300    4.250    4.300   0.9750
 -26.400  -26.300    4.300    4.350   0.9800
 -26.400  -26.300    4.350    4.400   0.9200
 -26.400  -26.300    4.400    4.450   0.8900
 -26.400  -26.300    4.450    4.500   0.7750
 -26.400  -26.300    4.500    4.550   0.6500
 -26.400  -26.300    4.550    4.600   0.8050
 -26.300  -26.200    2.000    2.050   0.8300
 -26.300  -26.200    2.050    2.100   0.9300
 -26.300  -26.200    2.100    2.150   0.9800
 -26.300  -26.200    2.150    2.200   0.9850
 -26.300  -26.200    2.200    2.250   0.9950
 -26.300  -26.200    2.250    2.300   0.9800
 -26.300  -26.200    2.300    2.350   0.9750
 -26.300  -26.200    2.350    2.400   0.9950
 -26.300  -26.200    2.400    2.450   0.9800
 -26.300  -26.200    2.450    2.500   0.9800
 -26.300  -26.200    2.500    2.550   0.9750
 -26.300  -26.200    2.550    2.600   0.9550
 -26.300  -26.200    2.600    2.650   0.8550
 -26.300  -26.200    2.650    2.700   0.7300
