 i_start    i_end  z_start    z_end     sel.
  17.500   17.573    2.000    2.050   0.0000
  17.500   17.573    2.050    2.100   0.0050
  17.500   17.573    2.100    2.150   0.0050
  17.500   17.573    2.150    2.200   0.1250
  17.500   17.573    2.200    2.250   0.2950
  17.500   17.573    2.250    2.300   0.4500
  17.500   17.573    2.300    2.350   0.4650
  17.500   17.573    2.350    2.400   0.5800
  17.500   17.573    2.400    2.450   0.6050
  17.500   17.573    2.450    2.500   0.6250
  17.500   17.573    2.500    2.550   0.5900
  17.500   17.573    2.550    2.600   0.5450
  17.500   17.573    2.600    2.650   0.5400
  17.500   17.573    2.650    2.700   0.3700
  17.500   17.573    2.700    2.750   0.4200
  17.500   17.573    2.750    2.800   0.2000
  17.500   17.573    2.800    2.850   0.2200
  17.500   17.573    2.850    2.900   0.1450
  17.500   17.573    2.900    2.950   0.1500
  17.500   17.573    2.950    3.000   0.1500
  17.500   17.573    3.000    3.050   0.1750
  17.500   17.573    3.050    3.100   0.1300
  17.500   17.573    3.100    3.150   0.2200
  17.500   17.573    3.150    3.200   0.1900
  17.500   17.573    3.200    3.250   0.2150
  17.500   17.573    3.250    3.300   0.2550
  17.500   17.573    3.300    3.350   0.1400
  17.500   17.573    3.350    3.400   0.1100
  17.500   17.573    3.400    3.450   0.0650
  17.500   17.573    3.450    3.500   0.0300
  17.500   17.573    3.500    3.550   0.0150
  17.500   17.573    3.550    3.600   0.0000
  17.500   17.573    3.600    3.650   0.0050
  17.500   17.573    3.650    3.700   0.0050
  17.500   17.573    3.700    3.750   0.0000
  17.500   17.573    3.750    3.800   0.0000
  17.500   17.573    3.800    3.850   0.0000
  17.500   17.573    3.850    3.900   0.0000
  17.500   17.573    3.900    3.950   0.0000
  17.500   17.573    3.950    4.000   0.0050
  17.500   17.573    4.000    4.050   0.0100
  17.500   17.573    4.050    4.100   0.0000
  17.500   17.573    4.100    4.150   0.0000
  17.500   17.573    4.150    4.200   0.0050
  17.500   17.573    4.200    4.250   0.0050
  17.500   17.573    4.250    4.300   0.0100
  17.500   17.573    4.300    4.350   0.0000
  17.500   17.573    4.350    4.400   0.0050
  17.500   17.573    4.400    4.450   0.0050
  17.500   17.573    4.450    4.500   0.0050
  17.500   17.573    4.500    4.550   0.0000
  17.500   17.573    4.550    4.600   0.0050
  17.573   17.645    2.000    2.050   0.0000
  17.573   17.645    2.050    2.100   0.0050
  17.573   17.645    2.100    2.150   0.0250
  17.573   17.645    2.150    2.200   0.1350
  17.573   17.645    2.200    2.250   0.3650
  17.573   17.645    2.250    2.300   0.4950
  17.573   17.645    2.300    2.350   0.6400
  17.573   17.645    2.350    2.400   0.6650
  17.573   17.645    2.400    2.450   0.6400
  17.573   17.645    2.450    2.500   0.6050
  17.573   17.645    2.500    2.550   0.6100
  17.573   17.645    2.550    2.600   0.6350
  17.573   17.645    2.600    2.650   0.6000
  17.573   17.645    2.650    2.700   0.5700
  17.573   17.645    2.700    2.750   0.4350
  17.573   17.645    2.750    2.800   0.3200
  17.573   17.645    2.800    2.850   0.2600
  17.573   17.645    2.850    2.900   0.1900
  17.573   17.645    2.900    2.950   0.1950
  17.573   17.645    2.950    3.000   0.1500
  17.573   17.645    3.000    3.050   0.2150
  17.573   17.645    3.050    3.100   0.2100
  17.573   17.645    3.100    3.150   0.2700
  17.573   17.645    3.150    3.200   0.2750
  17.573   17.645    3.200    3.250   0.3200
  17.573   17.645    3.250    3.300   0.3600
  17.573   17.645    3.300    3.350   0.2050
  17.573   17.645    3.350    3.400   0.1250
  17.573   17.645    3.400    3.450   0.0800
  17.573   17.645    3.450    3.500   0.0400
  17.573   17.645    3.500    3.550   0.0150
  17.573   17.645    3.550    3.600   0.0200
  17.573   17.645    3.600    3.650   0.0100
  17.573   17.645    3.650    3.700   0.0100
  17.573   17.645    3.700    3.750   0.0050
  17.573   17.645    3.750    3.800   0.0000
  17.573   17.645    3.800    3.850   0.0150
  17.573   17.645    3.850    3.900   0.0050
  17.573   17.645    3.900    3.950   0.0000
  17.573   17.645    3.950    4.000   0.0050
  17.573   17.645    4.000    4.050   0.0100
  17.573   17.645    4.050    4.100   0.0000
  17.573   17.645    4.100    4.150   0.0000
  17.573   17.645    4.150    4.200   0.0050
  17.573   17.645    4.200    4.250   0.0050
  17.573   17.645    4.250    4.300   0.0150
  17.573   17.645    4.300    4.350   0.0150
  17.573   17.645    4.350    4.400   0.0050
  17.573   17.645    4.400    4.450   0.0250
  17.573   17.645    4.450    4.500   0.0050
  17.573   17.645    4.500    4.550   0.0000
  17.573   17.645    4.550    4.600   0.0050
  17.645   17.718    2.000    2.050   0.0000
  17.645   17.718    2.050    2.100   0.0050
  17.645   17.718    2.100    2.150   0.0100
  17.645   17.718    2.150    2.200   0.1550
  17.645   17.718    2.200    2.250   0.4250
  17.645   17.718    2.250    2.300   0.6100
  17.645   17.718    2.300    2.350   0.6950
  17.645   17.718    2.350    2.400   0.7750
  17.645   17.718    2.400    2.450   0.6800
  17.645   17.718    2.450    2.500   0.7350
  17.645   17.718    2.500    2.550   0.7850
  17.645   17.718    2.550    2.600   0.7500
  17.645   17.718    2.600    2.650   0.6850
  17.645   17.718    2.650    2.700   0.6200
  17.645   17.718    2.700    2.750   0.4750
  17.645   17.718    2.750    2.800   0.3700
  17.645   17.718    2.800    2.850   0.2700
  17.645   17.718    2.850    2.900   0.2050
  17.645   17.718    2.900    2.950   0.1800
  17.645   17.718    2.950    3.000   0.2050
  17.645   17.718    3.000    3.050   0.2450
  17.645   17.718    3.050    3.100   0.2850
  17.645   17.718    3.100    3.150   0.3250
  17.645   17.718    3.150    3.200   0.3600
  17.645   17.718    3.200    3.250   0.3400
  17.645   17.718    3.250    3.300   0.3650
  17.645   17.718    3.300    3.350   0.2650
  17.645   17.718    3.350    3.400   0.1600
  17.645   17.718    3.400    3.450   0.1200
  17.645   17.718    3.450    3.500   0.0900
  17.645   17.718    3.500    3.550   0.0150
  17.645   17.718    3.550    3.600   0.0050
  17.645   17.718    3.600    3.650   0.0000
  17.645   17.718    3.650    3.700   0.0050
  17.645   17.718    3.700    3.750   0.0000
  17.645   17.718    3.750    3.800   0.0150
  17.645   17.718    3.800    3.850   0.0050
  17.645   17.718    3.850    3.900   0.0000
  17.645   17.718    3.900    3.950   0.0000
  17.645   17.718    3.950    4.000   0.0000
  17.645   17.718    4.000    4.050   0.0050
  17.645   17.718    4.050    4.100   0.0050
  17.645   17.718    4.100    4.150   0.0050
  17.645   17.718    4.150    4.200   0.0100
  17.645   17.718    4.200    4.250   0.0100
  17.645   17.718    4.250    4.300   0.0050
  17.645   17.718    4.300    4.350   0.0050
  17.645   17.718    4.350    4.400   0.0000
  17.645   17.718    4.400    4.450   0.0050
  17.645   17.718    4.450    4.500   0.0100
  17.645   17.718    4.500    4.550   0.0150
  17.645   17.718    4.550    4.600   0.0000
  17.718   17.790    2.000    2.050   0.0000
  17.718   17.790    2.050    2.100   0.0000
  17.718   17.790    2.100    2.150   0.0200
  17.718   17.790    2.150    2.200   0.0950
  17.718   17.790    2.200    2.250   0.3400
  17.718   17.790    2.250    2.300   0.6350
  17.718   17.790    2.300    2.350   0.6600
  17.718   17.790    2.350    2.400   0.7250
  17.718   17.790    2.400    2.450   0.7700
  17.718   17.790    2.450    2.500   0.7150
  17.718   17.790    2.500    2.550   0.7900
  17.718   17.790    2.550    2.600   0.7450
  17.718   17.790    2.600    2.650   0.7000
  17.718   17.790    2.650    2.700   0.6350
  17.718   17.790    2.700    2.750   0.5200
  17.718   17.790    2.750    2.800   0.3500
  17.718   17.790    2.800    2.850   0.2950
  17.718   17.790    2.850    2.900   0.2600
  17.718   17.790    2.900    2.950   0.1950
  17.718   17.790    2.950    3.000   0.2400
  17.718   17.790    3.000    3.050   0.2650
  17.718   17.790    3.050    3.100   0.3350
