     0.607225     -25.6500   8.1974184e-09      -7.5634442           2
     0.612866     -25.0500   4.0987092e-09      -7.8644742           1
     0.527800     -24.7500   8.1974184e-09      -7.5634442           2
     0.595515     -24.4500   1.2296128e-08      -7.3873529           3
     0.543060     -24.1500   3.6888383e-08      -6.9102317           9
     0.610801     -23.8500   3.2789673e-08      -6.9613842           8
     0.590194     -23.5500   6.1480638e-08      -6.6883829          15
     0.595247     -23.2500   6.9678056e-08      -6.6340252          17
     0.592755     -22.9500   2.0493546e-07      -6.1655042          50
     0.592739     -22.6500   1.8444191e-07      -6.2112616          45
     0.571852     -22.3500   2.2542901e-07      -6.1241115          55
     0.573086     -22.0500   2.8690964e-07      -6.0193761          70
     0.576850     -21.7500   3.1560061e-07      -5.9779834          77
     0.530659     -21.4500   2.2542901e-07      -6.1241115          55
     0.524041     -21.1500   2.4592255e-07      -6.0863229          60
     0.498642     -20.8500   1.8034320e-07      -6.2210215          44
     0.520178     -20.5500   2.4182384e-07      -6.0936221          59
     0.539347     -20.2500   1.7624449e-07      -6.2310057          43
     0.505374     -19.9500   1.5984966e-07      -6.2734096          39
     0.479042     -19.6500   8.1974184e-08      -6.5634442          20
     0.548105     -19.3500   4.0987092e-08      -6.8644742          10
     0.562635     -19.0500   2.0493546e-08      -7.1655042           5
     0.499137     -18.7500   4.0987092e-09      -7.8644742           1
     0.789149     -27.1500   1.7015103e-09      -8.2462867           1
      1.04308     -26.8500   1.7015103e-09      -8.2462867           1
     0.796620     -26.5500   5.1045309e-09      -7.7691654           3
     0.841311     -26.2500   3.4030206e-09      -7.9452567           2
     0.876822     -25.9500   1.0209062e-08      -7.4681354           6
     0.894513     -25.6500   6.8060412e-09      -7.6442267           4
     0.821376     -25.3500   1.1910572e-08      -7.4011886           7
     0.947167     -25.0500   1.3612082e-08      -7.3431967           8
     0.914958     -24.7500   2.7224165e-08      -7.0421667          16
     0.908393     -24.4500   6.4657392e-08      -6.6665031          38
     0.920751     -24.1500   8.5075515e-08      -6.5473167          50
     0.902734     -23.8500   1.3101629e-07      -6.3597960          77
     0.872007     -23.5500   2.3991295e-07      -6.0970676         141
     0.861179     -23.2500   2.9606279e-07      -6.0057374         174
     0.851984     -22.9500   2.7394316e-07      -6.0394608         161
     0.845119     -22.6500   2.5862957e-07      -6.0644431         152
     0.816335     -22.3500   2.3480842e-07      -6.1064076         138
     0.801420     -22.0500   1.4122536e-07      -6.3272086          83
     0.792171     -21.7500   9.3583067e-08      -6.5059240          55
     0.802892     -21.4500   4.0836247e-08      -6.8660754          24
     0.811029     -21.1500   1.3612082e-08      -7.3431967           8
     0.715142     -20.8500   1.7015103e-08      -7.2462867          10
     0.765675     -20.5500   1.5313593e-08      -7.2920442           9
     0.823335     -20.2500   1.3612082e-08      -7.3431967           8
     0.788848     -19.9500   1.7015103e-08      -7.2462867          10
     0.741702     -19.6500   1.0209062e-08      -7.4681354           6
     0.689245     -19.3500   5.1045309e-09      -7.7691654           3
