# bright_mag, faint_mag, mid_mag[jj], no_count_bin_boss21[jj],  no_count_bin_boss21_limit[jj]
      17.0000      17.2500      17.1250           0      0.00000
      17.2500      17.5000      17.3750           0      0.00000
      17.5000      17.7500      17.6250           1     0.167785
      17.7500      18.0000      17.8750           3     0.503356
      18.0000      18.2500      18.1250           3     0.503356
      18.2500      18.5000      18.3750           7      1.17450
      18.5000      18.7500      18.6250           8      1.34228
      18.7500      19.0000      18.8750           6      1.00671
      19.0000      19.2500      19.1250          20      3.35570
      19.2500      19.5000      19.3750          24      4.02685
      19.5000      19.7500      19.6250          35      5.87248
      19.7500      20.0000      19.8750          46      7.71812
      20.0000      20.2500      20.1250          48      8.05369
      20.2500      20.5000      20.3750          52      8.72483
      20.5000      20.7500      20.6250          60      10.0671
      20.7500      21.0000      20.8750          69      11.5772
      21.0000      21.2500      21.1250          69      11.5772
      21.2500      21.5000      21.3750          68      11.4094
      21.5000      21.7500      21.6250          62      10.4027
      21.7500      22.0000      21.8750          49      8.22148
      22.0000      22.2500      22.1250          57      9.56376
      22.2500      22.5000      22.3750          32      5.36913
      22.5000      22.7500      22.6250          17      2.85235
      22.7500      23.0000      22.8750          11      1.84564
      23.0000      23.2500      23.1250           7      1.17450
      23.2500      23.5000      23.3750           3     0.503356
      23.5000      23.7500      23.6250           0      0.00000
      23.7500      24.0000      23.8750           2     0.335570
      24.0000      24.2500      24.1250           0      0.00000
      24.2500      24.5000      24.3750           0      0.00000
