# bright_mag, faint_mag, mid_mag[jj], no_count_bin_boss21[jj],  no_count_bin_boss21_limit[jj]
      17.0000      17.2500      17.1250           0      0.00000
      17.2500      17.5000      17.3750           0      0.00000
      17.5000      17.7500      17.6250           0      0.00000
      17.7500      18.0000      17.8750           0      0.00000
      18.0000      18.2500      18.1250           2     0.335570
      18.2500      18.5000      18.3750           6      1.00671
      18.5000      18.7500      18.6250           5     0.838926
      18.7500      19.0000      18.8750           3     0.503356
      19.0000      19.2500      19.1250           7      1.17450
      19.2500      19.5000      19.3750          11      1.84564
      19.5000      19.7500      19.6250          24      4.02685
      19.7500      20.0000      19.8750          31      5.20134
      20.0000      20.2500      20.1250          39      6.54362
      20.2500      20.5000      20.3750          38      6.37584
      20.5000      20.7500      20.6250          40      6.71141
      20.7500      21.0000      20.8750          41      6.87919
      21.0000      21.2500      21.1250          61      10.2349
      21.2500      21.5000      21.3750          64      10.7383
      21.5000      21.7500      21.6250          60      10.0671
      21.7500      22.0000      21.8750          59      9.89933
      22.0000      22.2500      22.1250          54      9.06040
      22.2500      22.5000      22.3750          42      7.04698
      22.5000      22.7500      22.6250          39      6.54362
      22.7500      23.0000      22.8750          30      5.03356
      23.0000      23.2500      23.1250          28      4.69799
      23.2500      23.5000      23.3750          17      2.85235
      23.5000      23.7500      23.6250          11      1.84564
      23.7500      24.0000      23.8750           6      1.00671
      24.0000      24.2500      24.1250           1     0.167785
      24.2500      24.5000      24.3750           0      0.00000
