 39.959951 -11.221426 2.041340e-08 41.600000 1.002238e-04 
 40.088950 -11.543923 2.747352e-08 41.700000 1.034072e-04 
 40.217421 -11.865100 3.693047e-08 41.800000 1.004029e-04 
 40.345340 -12.184897 4.957970e-08 41.900000 9.461961e-05 
 40.472684 -12.503259 6.647349e-08 42.000000 8.828872e-05 
 40.599432 -12.820129 8.900133e-08 42.100000 8.221250e-05 
 40.725562 -13.135454 1.189944e-07 42.200000 7.654800e-05 
 40.851054 -13.449184 1.588614e-07 42.300000 7.128836e-05 
 40.975889 -13.761270 2.117644e-07 42.400000 6.640287e-05 
 41.100048 -14.071669 2.818465e-07 42.500000 6.186161e-05 
 41.223518 -14.380342 3.745259e-07 42.600000 5.763721e-05 
 41.346282 -14.687253 4.968740e-07 42.700000 5.370447e-05 
 41.468330 -14.992373 6.581033e-07 42.800000 5.004043e-05 
 41.589651 -15.295676 8.701928e-07 42.900000 4.662433e-05 
 41.710239 -15.597145 1.148691e-06 43.000000 4.343747e-05 
 41.830088 -15.896768 1.513742e-06 43.100000 4.046268e-05 
 41.949195 -16.194536 1.991404e-06 43.200000 3.768428e-05 
 42.067561 -16.490452 2.615324e-06 43.300000 3.508810e-05 
 42.185189 -16.784520 3.428885e-06 43.400000 3.266117e-05 
 42.302082 -17.076754 4.487935e-06 43.500000 3.039171e-05 
 42.418250 -17.367172 5.864268e-06 43.600000 2.826888e-05 
 42.533700 -17.655799 7.650053e-06 43.700000 2.628267e-05 
 42.648446 -17.942664 9.963468e-06 43.800000 2.442410e-05 
 42.762502 -18.227803 1.295585e-05 43.900000 2.268474e-05 
 42.875883 -18.511255 1.682080e-05 44.000000 2.105680e-05 
 42.988606 -18.793064 2.180572e-05 44.100000 1.953309e-05 
 43.100692 -19.073277 2.822642e-05 44.200000 1.810680e-05 
 43.212159 -19.351946 3.648576e-05 44.300000 1.677161e-05 
 43.323030 -19.629124 4.709713e-05 44.400000 1.597902e-05 
 43.433327 -19.904866 6.071434e-05 44.500000 1.530583e-05 
 43.543072 -20.179229 7.816936e-05 44.600000 1.463779e-05 
 43.652289 -20.452272 1.005203e-04 44.700000 1.397625e-05 
 43.761002 -20.724053 1.291118e-04 44.800000 1.332222e-05 
 43.869233 -20.994631 1.656522e-04 44.900000 1.267635e-05 
 43.977007 -21.264065 2.123102e-04 45.000000 1.203887e-05 
 44.084346 -21.532413 2.718380e-04 45.100000 1.140955e-05 
 44.191274 -21.799733 3.477267e-04 45.200000 1.078762e-05 
 44.297813 -22.066080 4.444028e-04 45.300000 1.017170e-05 
 44.403984 -22.331509 5.674772e-04 45.400000 9.559761e-06 
 44.509810 -22.596073 7.240592e-04 45.500000 8.949054e-06 
 44.615310 -22.859824 9.231545e-04 45.600000 8.336117e-06 
 44.720505 -23.122810 1.176167e-03 45.700000 7.716869e-06 
 44.825413 -23.385080 1.497535e-03 45.800000 7.086984e-06 
 44.930052 -23.646679 1.905533e-03 45.900000 6.442571e-06 
 45.034440 -23.907649 2.423286e-03 46.000000 5.781332e-06 
 45.138594 -24.168033 3.080053e-03 46.100000 5.104224e-06 
 45.242528 -24.427869 3.912843e-03 46.200000 4.417319e-06 
 45.346258 -24.687194 4.968466e-03 46.300000 3.733159e-06 
 45.449798 -24.946042 6.306115e-03 46.400000 3.070556e-06 
 45.553160 -25.204448 8.000631e-03 46.500000 2.452039e-06 
 45.656357 -25.462442 1.014663e-02 46.600000 1.899209e-06 
 45.759402 -25.720053 1.286370e-02 46.700000 1.427697e-06 
 45.862304 -25.977308 1.630302e-02 46.800000 1.043924e-06 
 45.965074 -26.234233 2.065562e-02 46.900000 7.449316e-07 
 46.067721 -26.490852 2.616289e-02 47.000000 5.208032e-07 
 46.170256 -26.747187 3.312988e-02 47.100000 3.581433e-07 
 46.272684 -27.003259 4.194196e-02 47.200000 2.431280e-07 
 46.375016 -27.259088 5.308602e-02 47.300000 1.634333e-07 
 46.477257 -27.514691 6.717713e-02 47.400000 1.090551e-07 
 46.579415 -27.770086 8.499226e-02 47.500000 7.237334e-08 
 46.681496 -28.025288 1.075128e-01 47.600000 4.783665e-08 
 46.783505 -28.280311 1.359783e-01 47.700000 3.152461e-08 
 46.885449 -28.535170 1.719543e-01 47.800000 2.072897e-08 
 46.987331 -28.789876 2.174180e-01 47.900000 1.360767e-08 
 47.089157 -29.044442 2.748664e-01 48.000000 8.921520e-09 
 47.190932 -29.298878 3.474529e-01 48.100000 5.843399e-09 
 47.292658 -29.553193 4.391594e-01 48.200000 3.824297e-09 
 47.394340 -29.807398 5.550144e-01 48.300000 2.501267e-09 
 47.495981 -30.061501 7.013670e-01 48.400000 1.635072e-09 
 47.597584 -30.315509 8.862346e-01 48.500000 1.068355e-09 
 47.699153 -30.569431 1.119740e+00 48.600000 6.977839e-10 
 47.800690 -30.823272 1.414666e+00 48.700000 4.555874e-10 
 47.902196 -31.077039 1.787149e+00 48.800000 2.973599e-10 
 48.003676 -31.330738 2.257565e+00 48.900000 1.940279e-10 
 48.105130 -31.584374 2.851640e+00 49.000000 1.265687e-10 
 48.206562 -31.837952 3.601852e+00 49.100000 8.254224e-11 
 48.307971 -32.091477 4.549207e+00 49.200000 5.381708e-11 
 48.409362 -32.344952 5.745473e+00 49.300000 3.508031e-11 
 48.510733 -32.598382 7.256007e+00 49.400000 2.286183e-11 
 48.612089 -32.851770 9.163321e+00 49.500000 1.489591e-11 
 48.713428 -33.105119 1.157158e+01 49.600000 9.703651e-12 
 48.814754 -33.358433 1.461229e+01 49.700000 6.320029e-12 
