      -15.245743      -4.2281580
      -15.280743      -4.2293443
      -15.315743      -4.2307318
      -15.350743      -4.2323161
      -15.385745      -4.2340920
      -15.420745      -4.2360561
      -15.455745      -4.2382032
      -15.490745      -4.2405289
      -15.525744      -4.2430286
      -15.560744      -4.2456977
      -15.595744      -4.2485318
      -15.630744      -4.2515263
      -15.665744      -4.2546772
      -15.700744      -4.2579790
      -15.735743      -4.2614278
      -15.770743      -4.2650190
      -15.805743      -4.2687484
      -15.840743      -4.2726115
      -15.875743      -4.2766040
      -15.910743      -4.2807217
      -15.945745      -4.2849600
      -15.980745      -4.2893153
      -16.015745      -4.2937833
      -16.050744      -4.2983597
      -16.085744      -4.3030407
      -16.120744      -4.3078224
      -16.155744      -4.3127007
      -16.190744      -4.3176727
      -16.225744      -4.3227333
      -16.260744      -4.3278795
      -16.295743      -4.3331079
      -16.330743      -4.3384148
      -16.365743      -4.3437970
      -16.400743      -4.3492511
      -16.435743      -4.3547739
      -16.470743      -4.3603625
      -16.505743      -4.3660137
      -16.540745      -4.3717244
      -16.575745      -4.3774922
      -16.610744      -4.3833142
      -16.645744      -4.3891877
      -16.680744      -4.3951104
      -16.715744      -4.4010797
      -16.750744      -4.4070938
      -16.785744      -4.4131493
      -16.820744      -4.4192447
      -16.855743      -4.4253779
      -16.890743      -4.4315470
      -16.925743      -4.4377501
      -16.960743      -4.4439853
      -16.995743      -4.4502511
      -17.030743      -4.4565458
      -17.065745      -4.4628675
      -17.100745      -4.4692155
      -17.135745      -4.4755880
      -17.170744      -4.4819838
      -17.205744      -4.4884017
      -17.240744      -4.4948405
      -17.275744      -4.5012991
      -17.310744      -4.5077774
      -17.345744      -4.5142728
      -17.380743      -4.5207852
      -17.415743      -4.5273139
      -17.450743      -4.5338580
      -17.485743      -4.5404169
      -17.520743      -4.5469900
      -17.555743      -4.5535764
      -17.590745      -4.5601756
      -17.625745      -4.5667874
      -17.660745      -4.5734112
      -17.695744      -4.5800465
      -17.730744      -4.5866929
      -17.765744      -4.5933502
      -17.800744      -4.6000178
      -17.835744      -4.6066963
      -17.870744      -4.6133840
      -17.905744      -4.6200813
      -17.940743      -4.6267881
      -17.975743      -4.6335041
      -18.010743      -4.6402292
      -18.045743      -4.6469632
      -18.080743      -4.6537060
      -18.115743      -4.6604575
      -18.150742      -4.6672176
      -18.185745      -4.6739860
      -18.220745      -4.6807632
      -18.255744      -4.6875488
      -18.290744      -4.6943426
      -18.325744      -4.7011449
      -18.360744      -4.7079562
      -18.395744      -4.7147751
