    0  0.30000    0   -32.00000  1.23000 -0.20600 -3.29000    1.52899052e-14
    0  0.30000    1   -31.75000  1.23000 -0.20600 -3.29000    2.59062655e-14
    0  0.30000    2   -31.50000  1.23000 -0.20600 -3.29000    4.38939216e-14
    0  0.30000    3   -31.25000  1.23000 -0.20600 -3.29000    7.43711258e-14
    0  0.30000    4   -31.00000  1.23000 -0.20600 -3.29000    1.26009798e-13
    0  0.30000    5   -30.75000  1.23000 -0.20600 -3.29000    2.13503125e-13
    0  0.30000    6   -30.50000  1.23000 -0.20600 -3.29000    3.61746142e-13
    0  0.30000    7   -30.25000  1.23000 -0.20600 -3.29000    6.12918841e-13
    0  0.30000    8   -30.00000  1.23000 -0.20600 -3.29000    1.03848982e-12
    0  0.30000    9   -29.75000  1.23000 -0.20600 -3.29000    1.75954737e-12
    0  0.30000   10   -29.50000  1.23000 -0.20600 -3.29000    2.98125457e-12
    0  0.30000   11   -29.25000  1.23000 -0.20600 -3.29000    5.05121596e-12
    0  0.30000   12   -29.00000  1.23000 -0.20600 -3.29000    8.55836148e-12
    0  0.30000   13   -28.75000  1.23000 -0.20600 -3.29000    1.45005024e-11
    0  0.30000   14   -28.50000  1.23000 -0.20600 -3.29000    2.45680837e-11
    0  0.30000   15   -28.25000  1.23000 -0.20600 -3.29000    4.16248667e-11
    0  0.30000   16   -28.00000  1.23000 -0.20600 -3.29000    7.05219425e-11
    0  0.30000   17   -27.75000  1.23000 -0.20600 -3.29000    1.19475763e-10
    0  0.30000   18   -27.50000  1.23000 -0.20600 -3.29000    2.02399916e-10
    0  0.30000   19   -27.25000  1.23000 -0.20600 -3.29000    3.42849166e-10
    0  0.30000   20   -27.00000  1.23000 -0.20600 -3.29000    5.80679782e-10
    0  0.30000   21   -26.75000  1.23000 -0.20600 -3.29000    9.83282900e-10
    0  0.30000   22   -26.50000  1.23000 -0.20600 -3.29000    1.66447633e-09
    0  0.30000   23   -26.25000  1.23000 -0.20600 -3.29000    2.81615398e-09
    0  0.30000   24   -26.00000  1.23000 -0.20600 -3.29000    4.76094808e-09
    0  0.30000   25   -25.75000  1.23000 -0.20600 -3.29000    8.03902012e-09
    0  0.30000   26   -25.50000  1.23000 -0.20600 -3.29000    1.35487612e-08
    0  0.30000   27   -25.25000  1.23000 -0.20600 -3.29000    2.27691821e-08
    0  0.30000   28   -25.00000  1.23000 -0.20600 -3.29000    3.80969389e-08
    0  0.30000   29   -24.75000  1.23000 -0.20600 -3.29000    6.33215933e-08
    0  0.30000   30   -24.50000  1.23000 -0.20600 -3.29000    1.04211736e-07
    0  0.30000   31   -24.25000  1.23000 -0.20600 -3.29000    1.69045109e-07
    0  0.30000   32   -24.00000  1.23000 -0.20600 -3.29000    2.68646488e-07
    0  0.30000   33   -23.75000  1.23000 -0.20600 -3.29000    4.15183564e-07
    0  0.30000   34   -23.50000  1.23000 -0.20600 -3.29000    6.19025514e-07
    0  0.30000   35   -23.25000  1.23000 -0.20600 -3.29000    8.84102406e-07
    0  0.30000   36   -23.00000  1.23000 -0.20600 -3.29000    1.20432310e-06
    0  0.30000   37   -22.75000  1.23000 -0.20600 -3.29000    1.56444833e-06
    0  0.30000   38   -22.50000  1.23000 -0.20600 -3.29000    1.94591144e-06
    0  0.30000   39   -22.25000  1.23000 -0.20600 -3.29000    2.33374749e-06
    1  0.34000    0   -32.00000  1.23000 -0.20600 -3.29000    1.98318484e-14
    1  0.34000    1   -31.75000  1.23000 -0.20600 -3.29000    3.36018546e-14
    1  0.34000    2   -31.50000  1.23000 -0.20600 -3.29000    5.69328926e-14
    1  0.34000    3   -31.25000  1.23000 -0.20600 -3.29000    9.64635544e-14
    1  0.34000    4   -31.00000  1.23000 -0.20600 -3.29000    1.63441811e-13
    1  0.34000    5   -30.75000  1.23000 -0.20600 -3.29000    2.76925509e-13
    1  0.34000    6   -30.50000  1.23000 -0.20600 -3.29000    4.69204482e-13
    1  0.34000    7   -30.25000  1.23000 -0.20600 -3.29000    7.94989834e-13
    1  0.34000    8   -30.00000  1.23000 -0.20600 -3.29000    1.34697841e-12
    1  0.34000    9   -29.75000  1.23000 -0.20600 -3.29000    2.28222866e-12
    1  0.34000   10   -29.50000  1.23000 -0.20600 -3.29000    3.86684434e-12
    1  0.34000   11   -29.25000  1.23000 -0.20600 -3.29000    6.55167717e-12
    1  0.34000   12   -29.00000  1.23000 -0.20600 -3.29000    1.11006031e-11
    1  0.34000   13   -28.75000  1.23000 -0.20600 -3.29000    1.88077730e-11
