  2.257 &   -28.227 &   -28.350 &       4 &   -7.685 &    5.065 \\
  2.258 &   -28.046 &   -28.050 &      25 &   -7.259 &    8.278 \\
  2.254 &   -27.746 &   -27.750 &      37 &   -7.006 &   11.075 \\
  2.262 &   -27.443 &   -27.450 &      79 &   -6.797 &   14.093 \\
  2.257 &   -27.127 &   -27.150 &     147 &   -6.542 &   18.889 \\
  2.256 &   -26.844 &   -26.850 &     217 &   -6.345 &   23.697 \\
  2.255 &   -26.535 &   -26.550 &     268 &   -6.255 &   26.274 \\
  2.254 &   -26.241 &   -26.250 &     384 &   -6.099 &   31.457 \\
  2.255 &   -25.945 &   -25.950 &     489 &   -5.933 &   38.086 \\
  2.253 &   -25.644 &   -25.650 &     499 &   -5.828 &   42.983 \\
  2.256 &   -25.357 &   -25.350 &     551 &   -5.711 &   49.156 \\
  2.252 &   -25.052 &   -25.050 &     521 &   -5.664 &   51.910 \\
  2.254 &   -24.751 &   -24.750 &     424 &   -5.637 &   53.535 \\
#  2.251 &   -24.459 &   -24.450 &     288 &   -5.575 &   57.480 \\
#  2.252 &   -24.200 &   -24.150 &     147 &   -5.794 &   44.685 \\
#  2.246 &   -23.893 &   -23.850 &      22 & ******** &     -NaN \\
## 
  2.356 &   -28.277 &   -28.350 &      10 &   -7.713 &    4.900 \\
  2.346 &   -28.039 &   -28.050 &      36 &   -7.281 &    8.057 \\
  2.349 &   -27.746 &   -27.750 &      66 &   -7.028 &   10.785 \\
  2.352 &   -27.442 &   -27.450 &      92 &   -6.885 &   12.713 \\
  2.355 &   -27.141 &   -27.150 &     142 &   -6.698 &   15.773 \\
  2.352 &   -26.836 &   -26.850 &     268 &   -6.415 &   21.835 \\
  2.349 &   -26.538 &   -26.550 &     300 &   -6.340 &   23.812 \\
  2.348 &   -26.247 &   -26.250 &     419 &   -6.192 &   28.221 \\
  2.347 &   -25.955 &   -25.950 &     473 &   -6.091 &   31.713 \\
  2.348 &   -25.656 &   -25.650 &     520 &   -5.947 &   37.423 \\
  2.348 &   -25.354 &   -25.350 &     570 &   -5.843 &   42.193 \\
  2.349 &   -25.055 &   -25.050 &     527 &   -5.806 &   44.005 \\
  2.350 &   -24.753 &   -24.750 &     446 &   -5.769 &   45.930 \\
#  2.346 &   -24.464 &   -24.450 &     342 &   -5.710 &   49.163 \\
#  2.340 &   -24.189 &   -24.150 &      97 &   -6.928 &   12.092 \\
#  2.338 &   -23.958 &   -23.850 &       9 & ******** &     -NaN \\
##
  2.448 &   -28.347 &   -28.350 &      14 &   -7.565 &    5.808 \\
  2.441 &   -28.047 &   -28.050 &      37 &   -7.271 &    8.149 \\
  2.450 &   -27.748 &   -27.750 &      67 &   -7.024 &   10.826 \\
  2.448 &   -27.428 &   -27.450 &     116 &   -6.779 &   14.348 \\
  2.448 &   -27.142 &   -27.150 &     160 &   -6.639 &   16.862 \\
  2.449 &   -26.844 &   -26.850 &     222 &   -6.487 &   20.080 \\
  2.446 &   -26.546 &   -26.550 &     308 &   -6.322 &   24.287 \\
  2.447 &   -26.253 &   -26.250 &     372 &   -6.189 &   28.324 \\
  2.448 &   -25.940 &   -25.950 &     378 &   -6.146 &   29.764 \\
  2.445 &   -25.652 &   -25.650 &     435 &   -5.994 &   35.452 \\
  2.445 &   -25.345 &   -25.350 &     391 &   -5.963 &   36.738 \\
  2.443 &   -25.054 &   -25.050 &     406 &   -5.856 &   41.555 \\
  2.447 &   -24.770 &   -24.750 &     280 &   -5.924 &   38.423 \\
#  2.443 &   -24.463 &   -24.450 &     185 &   -5.946 &   37.437 \\
#  2.432 &   -24.200 &   -24.150 &      32 & ******** &     -NaN \\
#
  2.543 &   -28.520 &   -28.650 &       3 &   -8.062 &    3.279 \\
  2.549 &   -28.347 &   -28.350 &      18 &   -7.600 &    5.579 \\
  2.543 &   -28.008 &   -28.050 &      28 &   -7.396 &    7.058 \\
  2.545 &   -27.738 &   -27.750 &      48 &   -7.165 &    9.207 \\
  2.549 &   -27.445 &   -27.450 &      90 &   -6.887 &   12.681 \\
  2.549 &   -27.151 &   -27.150 &     149 &   -6.669 &   16.291 \\
  2.547 &   -26.855 &   -26.850 &     206 &   -6.495 &   19.910 \\
  2.549 &   -26.537 &   -26.550 &     236 &   -6.377 &   22.804 \\
