# 
# alpha = -3.33,  beta = -1.41, k1 = 1.46,  k2==0.328, Phi_star = 10^(-5.84)
# ii, z[ii], jj, mag, k1, k2, alpha, Phi[ii,jj], ple_denom 
# 
    0  0.30000    0   -32.00000  1.46000 -0.32800 -3.33000    8.91657523e-15    1.62106992e+08
    0  0.30000    1   -31.75000  1.46000 -0.32800 -3.33000    1.52474892e-14    9.47985120e+07
    0  0.30000    2   -31.50000  1.46000 -0.32800 -3.33000    2.60734512e-14    5.54372040e+07
    0  0.30000    3   -31.25000  1.46000 -0.32800 -3.33000    4.45859746e-14    3.24191460e+07
    0  0.30000    4   -31.00000  1.46000 -0.32800 -3.33000    7.62427163e-14    1.89583920e+07
    0  0.30000    5   -30.75000  1.46000 -0.32800 -3.33000    1.30376084e-13    1.10866900e+07
    0  0.30000    6   -30.50000  1.46000 -0.32800 -3.33000    2.22944791e-13    6.48339550e+06
    0  0.30000    7   -30.25000  1.46000 -0.32800 -3.33000    3.81238742e-13    3.79142800e+06
    0  0.30000    8   -30.00000  1.46000 -0.32800 -3.33000    6.51922472e-13    2.21719500e+06
    0  0.30000    9   -29.75000  1.46000 -0.32800 -3.33000    1.11479445e-12    1.29659712e+06
    0  0.30000   10   -29.50000  1.46000 -0.32800 -3.33000    1.90630497e-12    7.58241375e+05
    0  0.30000   11   -29.25000  1.46000 -0.32800 -3.33000    3.25978329e-12    4.43415750e+05
    0  0.30000   12   -29.00000  1.46000 -0.32800 -3.33000    5.57421383e-12    2.59308172e+05
    0  0.30000   13   -28.75000  1.46000 -0.32800 -3.33000    9.53180417e-12    1.51643828e+05
    0  0.30000   14   -28.50000  1.46000 -0.32800 -3.33000    1.62990524e-11    8.86824062e+04
    0  0.30000   15   -28.25000  1.46000 -0.32800 -3.33000    2.78703206e-11    5.18630273e+04
    0  0.30000   16   -28.00000  1.46000 -0.32800 -3.33000    4.76552027e-11    3.03311953e+04
    0  0.30000   17   -27.75000  1.46000 -0.32800 -3.33000    8.14819878e-11    1.77393711e+04
    0  0.30000   18   -27.50000  1.46000 -0.32800 -3.33000    1.39310993e-10    1.03756299e+04
