     0.300000     -31.0500  3.73825e-13
     0.300000     -30.7500  7.45372e-13
     0.300000     -30.4500  1.48569e-12
     0.300000     -30.1500  2.95976e-12
     0.300000     -29.8500  5.89172e-12
     0.300000     -29.5500  1.17141e-11
     0.300000     -29.2500  2.32488e-11
     0.300000     -28.9500  4.60186e-11
     0.300000     -28.6500  9.07267e-11
     0.300000     -28.3500  1.77823e-10
     0.300000     -28.0500  3.45553e-10
     0.300000     -27.7500  6.63297e-10
     0.300000     -27.4500  1.25155e-09
     0.300000     -27.1500  2.30744e-09
     0.300000     -26.8500  4.12908e-09
     0.300000     -26.5500  7.12605e-09
     0.300000     -26.2500  1.18052e-08
     0.300000     -25.9500  1.87398e-08
     0.300000     -25.6500  2.85541e-08
     0.300000     -25.3500  4.19584e-08
     0.300000     -25.0500  5.98349e-08
     0.300000     -24.7500  8.33558e-08
     0.300000     -24.4500  1.14104e-07
     0.300000     -24.1500  1.54189e-07
     0.300000     -23.8500  2.06349e-07
     0.300000     -23.5500  2.74011e-07
     0.300000     -23.2500  3.61237e-07
     0.300000     -22.9500  4.72384e-07
     0.300000     -22.6500  6.11250e-07
     0.300000     -22.3500  7.79481e-07
     0.300000     -22.0500  9.74438e-07
     0.300000     -21.7500  1.18771e-06
     0.300000     -21.4500  1.40636e-06
     0.300000     -21.1500  1.61796e-06
     0.300000     -20.8500  1.81701e-06
     0.300000     -20.5500  2.00827e-06
     0.300000     -20.2500  2.20538e-06
     0.300000     -19.9500  2.42718e-06
     0.300000     -19.6500  2.69495e-06
     0.300000     -19.3500  3.03178e-06
     0.340000     -31.0500  4.46995e-13
     0.340000     -30.7500  8.91266e-13
     0.340000     -30.4500  1.77649e-12
     0.340000     -30.1500  3.53908e-12
     0.340000     -29.8500  7.04491e-12
     0.340000     -29.5500  1.40069e-11
     0.340000     -29.2500  2.77992e-11
     0.340000     -28.9500  5.50255e-11
     0.340000     -28.6500  1.08484e-10
     0.340000     -28.3500  2.12625e-10
     0.340000     -28.0500  4.13181e-10
     0.340000     -27.7500  7.93107e-10
     0.340000     -27.4500  1.49648e-09
     0.340000     -27.1500  2.75896e-09
     0.340000     -26.8500  4.93701e-09
     0.340000     -26.5500  8.52022e-09
     0.340000     -26.2500  1.41144e-08
     0.340000     -25.9500  2.24047e-08
     0.340000     -25.6500  3.41366e-08
     0.340000     -25.3500  5.01573e-08
     0.340000     -25.0500  7.15181e-08
     0.340000     -24.7500  9.96120e-08
     0.340000     -24.4500  1.36314e-07
     0.340000     -24.1500  1.84104e-07
     0.340000     -23.8500  2.46167e-07
     0.340000     -23.5500  3.26401e-07
     0.340000     -23.2500  4.29232e-07
     0.340000     -22.9500  5.58976e-07
     0.340000     -22.6500  7.18461e-07
     0.340000     -22.3500  9.06737e-07
     0.340000     -22.0500  1.11657e-06
     0.340000     -21.7500  1.33383e-06
     0.340000     -21.4500  1.54132e-06
     0.340000     -21.1500  1.72666e-06
     0.340000     -20.8500  1.88880e-06
     0.340000     -20.5500  2.03855e-06
     0.340000     -20.2500  2.19397e-06
     0.340000     -19.9500  2.37558e-06
     0.340000     -19.6500  2.60410e-06
     0.340000     -19.3500  2.90068e-06
     0.380000     -31.0500  5.31677e-13
     0.380000     -30.7500  1.06011e-12
     0.380000     -30.4500  2.11304e-12
     0.380000     -30.1500  4.20953e-12
     0.380000     -29.8500  8.37951e-12
     0.380000     -29.5500  1.66604e-11
     0.380000     -29.2500  3.30655e-11
     0.380000     -28.9500  6.54492e-11
     0.380000     -28.6500  1.29034e-10
     0.380000     -28.3500  2.52902e-10
     0.380000     -28.0500  4.91445e-10
     0.380000     -27.7500  9.43328e-10
     0.380000     -27.4500  1.77990e-09
     0.380000     -27.1500  3.28146e-09
     0.380000     -26.8500  5.87188e-09
     0.380000     -26.5500  1.01334e-08
     0.380000     -26.2500  1.67862e-08
     0.380000     -25.9500  2.66445e-08
     0.380000     -25.6500  4.05937e-08
     0.380000     -25.3500  5.96387e-08
     0.380000     -25.0500  8.50237e-08
     0.380000     -24.7500  1.18393e-07
     0.380000     -24.4500  1.61949e-07
     0.380000     -24.1500  2.18580e-07
     0.380000     -23.8500  2.91938e-07
     0.380000     -23.5500  3.86365e-07
     0.380000     -23.2500  5.06488e-07
     0.380000     -22.9500  6.56166e-07
     0.380000     -22.6500  8.36403e-07
     0.380000     -22.3500  1.04236e-06
     0.380000     -22.0500  1.26094e-06
     0.380000     -21.7500  1.47219e-06
     0.380000     -21.4500  1.65678e-06
     0.380000     -21.1500  1.80584e-06
     0.380000     -20.8500  1.92539e-06
     0.380000     -20.5500  2.03257e-06
     0.380000     -20.2500  2.14858e-06
     0.380000     -19.9500  2.29399e-06
