# 
# alpha = -3.33,  beta = -1.41, k1 = 1.46,  k2==0.328, Phi_star = 10^(-5.84)
# ii, z[ii], jj, mag, k1, k2, alpha, Phi[ii,jj], ple_denom 
# 
    0  0.00000    0   -32.00000  1.46000 -0.32800 -3.33000    9.96413878e-16    1.45064141e+09
    0  0.00000    1   -31.75000  1.46000 -0.32800 -3.33000    1.70388587e-15    8.48319296e+08
    0  0.00000    2   -31.50000  1.46000 -0.32800 -3.33000    2.91366967e-15    4.96088928e+08
    0  0.00000    3   -31.25000  1.46000 -0.32800 -3.33000    4.98241720e-15    2.90108032e+08
    0  0.00000    4   -31.00000  1.46000 -0.32800 -3.33000    8.52000541e-15    1.69652384e+08
    0  0.00000    5   -30.75000  1.46000 -0.32800 -3.33000    1.45693479e-14    9.92109760e+07
    0  0.00000    6   -30.50000  1.46000 -0.32800 -3.33000    2.49137919e-14    5.80176320e+07
    0  0.00000    7   -30.25000  1.46000 -0.32800 -3.33000    4.26029417e-14    3.39281560e+07
    0  0.00000    8   -30.00000  1.46000 -0.32800 -3.33000    7.28516910e-14    1.98408460e+07
    0  0.00000    9   -29.75000  1.46000 -0.32800 -3.33000    1.24577391e-13    1.16027410e+07
    0  0.00000   10   -29.50000  1.46000 -0.32800 -3.33000    2.13029220e-13    6.78516900e+06
    0  0.00000   11   -29.25000  1.46000 -0.32800 -3.33000    3.64282579e-13    3.96790650e+06
    0  0.00000   12   -29.00000  1.46000 -0.32800 -3.33000    6.22927870e-13    2.32039575e+06
    0  0.00000   13   -28.75000  1.46000 -0.32800 -3.33000    1.06521248e-12    1.35694925e+06
    0  0.00000   14   -28.50000  1.46000 -0.32800 -3.33000    1.82151971e-12    7.93534750e+05
    0  0.00000   15   -28.25000  1.46000 -0.32800 -3.33000    3.11480486e-12    4.64054500e+05
    0  0.00000   16   -28.00000  1.46000 -0.32800 -3.33000    5.32629843e-12    2.71377812e+05
    0  0.00000   17   -27.75000  1.46000 -0.32800 -3.33000    9.10788892e-12    1.58701891e+05
    0  0.00000   18   -27.50000  1.46000 -0.32800 -3.33000    1.55741722e-11    9.28100156e+04
    0  0.00000   19   -27.25000  1.46000 -0.32800 -3.33000    2.66308694e-11    5.42768320e+04
    0  0.00000   20   -27.00000  1.46000 -0.32800 -3.33000    4.55360506e-11    3.17427461e+04
    0  0.00000   21   -26.75000  1.46000 -0.32800 -3.33000    7.78588513e-11    1.85648672e+04
    0  0.00000   22   -26.50000  1.46000 -0.32800 -3.33000    1.33117448e-10    1.08583760e+04
    0  0.00000   23   -26.25000  1.46000 -0.32800 -3.33000    2.27572988e-10    6.35154150e+03
    0  0.00000   24   -26.00000  1.46000 -0.32800 -3.33000    3.88994392e-10    3.71583569e+03
    0  0.00000   25   -25.75000  1.46000 -0.32800 -3.33000    6.64763911e-10    2.17436475e+03
    0  0.00000   26   -25.50000  1.46000 -0.32800 -3.33000    1.13563381e-09    1.27280396e+03
    0  0.00000   27   -25.25000  1.46000 -0.32800 -3.33000    1.93897320e-09    7.45466370e+02
    0  0.00000   28   -25.00000  1.46000 -0.32800 -3.33000    3.30778005e-09    4.36981659e+02
    0  0.00000   29   -24.75000  1.46000 -0.32800 -3.33000    5.63548008e-09    2.56489105e+02
