# 
#      alpha,        beta         k1          k2    alog10(Phi_star)  
#      -1.16000     -3.37000      1.24100    -0.249000     -5.96000
#  ii, z[ii], jj, mag, k1, k2, alpha, Phi[ii,jj], ple_denom 
# 
    0  0.00000    0   -32.00000  1.24100 -0.24900 -1.16000    2.32167178e-15    4.72279520e+08
    0  0.00000    1   -31.75000  1.24100 -0.24900 -1.16000    4.00682498e-15    2.73652608e+08
    0  0.00000    2   -31.50000  1.24100 -0.24900 -1.16000    6.91513759e-15    1.58562000e+08
    0  0.00000    3   -31.25000  1.24100 -0.24900 -1.16000    1.19344062e-14    9.18753760e+07
    0  0.00000    4   -31.00000  1.24100 -0.24900 -1.16000    2.05968479e-14    5.32352360e+07
    0  0.00000    5   -30.75000  1.24100 -0.24900 -1.16000    3.55468184e-14    3.08460260e+07
    0  0.00000    6   -30.50000  1.24100 -0.24900 -1.16000    6.13480417e-14    1.78730740e+07
    0  0.00000    7   -30.25000  1.24100 -0.24900 -1.16000    1.05876760e-13    1.03561730e+07
    0  0.00000    8   -30.00000  1.24100 -0.24900 -1.16000    1.82726081e-13    6.00066550e+06
    0  0.00000    9   -29.75000  1.24100 -0.24900 -1.16000    3.15355489e-13    3.47695875e+06
    0  0.00000   10   -29.50000  1.24100 -0.24900 -1.16000    5.44252143e-13    2.01465088e+06
    0  0.00000   11   -29.25000  1.24100 -0.24900 -1.16000    9.39290095e-13    1.16734762e+06
    0  0.00000   12   -29.00000  1.24100 -0.24900 -1.16000    1.62106006e-12    6.76395688e+05
    0  0.00000   13   -28.75000  1.24100 -0.24900 -1.16000    2.79768006e-12    3.91924031e+05
    0  0.00000   14   -28.50000  1.24100 -0.24900 -1.16000    4.82832264e-12    2.27092953e+05
    0  0.00000   15   -28.25000  1.24100 -0.24900 -1.16000    8.33284570e-12    1.31585062e+05
    0  0.00000   16   -28.00000  1.24100 -0.24900 -1.16000    1.43809799e-11    7.62450156e+04
    0  0.00000   17   -27.75000  1.24100 -0.24900 -1.16000    2.48187790e-11    4.41793711e+04
    0  0.00000   18   -27.50000  1.24100 -0.24900 -1.16000    4.28318631e-11    2.55995879e+04
    0  0.00000   19   -27.25000  1.24100 -0.24900 -1.16000    7.39170530e-11    1.48338984e+04
    0  0.00000   20   -27.00000  1.24100 -0.24900 -1.16000    1.27557923e-10    8.59592285e+03
    0  0.00000   21   -26.75000  1.24100 -0.24900 -1.16000    2.20112970e-10    4.98143311e+03
    0  0.00000   22   -26.50000  1.24100 -0.24900 -1.16000    3.79789478e-10    2.88706812e+03
    0  0.00000   23   -26.25000  1.24100 -0.24900 -1.16000    6.55197285e-10    1.67350830e+03
    0  0.00000   24   -26.00000  1.24100 -0.24900 -1.16000    1.13002485e-09    9.70313232e+02
    0  0.00000   25   -25.75000  1.24100 -0.24900 -1.16000    1.94812100e-09    5.62838806e+02
    0  0.00000   26   -25.50000  1.24100 -0.24900 -1.16000    3.35607564e-09    3.26714355e+02
    0  0.00000   27   -25.25000  1.24100 -0.24900 -1.16000    5.77471448e-09    1.89875717e+02
    0  0.00000   28   -25.00000  1.24100 -0.24900 -1.16000    9.91687088e-09    1.10566940e+02
    0  0.00000   29   -24.75000  1.24100 -0.24900 -1.16000    1.69750844e-08    6.45933762e+01
    0  0.00000   30   -24.50000  1.24100 -0.24900 -1.16000    2.89034698e-08    3.79358635e+01
    0  0.00000   31   -24.25000  1.24100 -0.24900 -1.16000    4.87945115e-08    2.24713402e+01
    0  0.00000   32   -24.00000  1.24100 -0.24900 -1.16000    8.12626126e-08    1.34930201e+01
    0  0.00000   33   -23.75000  1.24100 -0.24900 -1.16000    1.32526779e-07    8.27363396e+00
    0  0.00000   34   -23.50000  1.24100 -0.24900 -1.16000    2.09535500e-07    5.23289871e+00
    0  0.00000   35   -23.25000  1.24100 -0.24900 -1.16000    3.17347457e-07    3.45513415e+00
    0  0.00000   36   -23.00000  1.24100 -0.24900 -1.16000    4.55018437e-07    2.40974426e+00
    0  0.00000   37   -22.75000  1.24100 -0.24900 -1.16000    6.12808492e-07    1.78926706e+00
    0  0.00000   38   -22.50000  1.24100 -0.24900 -1.16000    7.74606121e-07    1.41552985e+00
    0  0.00000   39   -22.25000  1.24100 -0.24900 -1.16000    9.25083270e-07    1.18527496e+00
    0  0.00000   40   -22.00000  1.24100 -0.24900 -1.16000    1.05567267e-06    1.03865349e+00
    0  0.00000   41   -21.75000  1.24100 -0.24900 -1.16000    1.16526439e-06    9.40969348e-01
    0  0.00000   42   -21.50000  1.24100 -0.24900 -1.16000    1.25728309e-06    8.72101188e-01
    0  0.00000   43   -21.25000  1.24100 -0.24900 -1.16000    1.33655954e-06    8.20373535e-01
    0  0.00000   44   -21.00000  1.24100 -0.24900 -1.16000    1.40753605e-06    7.79005289e-01
    0  0.00000   45   -20.75000  1.24100 -0.24900 -1.16000    1.47365836e-06    7.44051754e-01
    0  0.00000   46   -20.50000  1.24100 -0.24900 -1.16000    1.53737949e-06    7.13212371e-01
    0  0.00000   47   -20.25000  1.24100 -0.24900 -1.16000    1.60037132e-06    6.85139775e-01
    0  0.00000   48   -20.00000  1.24100 -0.24900 -1.16000    1.66375196e-06    6.59039378e-01
    0  0.00000   49   -19.75000  1.24100 -0.24900 -1.16000    1.72826799e-06    6.34437501e-01
    0  0.00000   50   -19.50000  1.24100 -0.24900 -1.16000    1.79442588e-06    6.11046731e-01
    0  0.00000   51   -19.25000  1.24100 -0.24900 -1.16000    1.86257887e-06    5.88688135e-01
    0  0.00000   52   -19.00000  1.24100 -0.24900 -1.16000    1.93298456e-06    5.67246139e-01
    0  0.00000   53   -18.75000  1.24100 -0.24900 -1.16000    2.00584236e-06    5.46642184e-01
    0  0.00000   54   -18.50000  1.24100 -0.24900 -1.16000    2.08131542e-06    5.26819766e-01
    0  0.00000   55   -18.25000  1.24100 -0.24900 -1.16000    2.15954674e-06    5.07735252e-01
    0  0.00000   56   -18.00000  1.24100 -0.24900 -1.16000    2.24066821e-06    4.89353180e-01
    0  0.00000   57   -17.75000  1.24100 -0.24900 -1.16000    2.32480443e-06    4.71643150e-01
    0  0.00000   58   -17.50000  1.24100 -0.24900 -1.16000    2.41208045e-06    4.54577714e-01
    0  0.00000   59   -17.25000  1.24100 -0.24900 -1.16000    2.50262065e-06    4.38131928e-01
    1  0.05000    0   -32.00000  1.24100 -0.24900 -1.16000    3.24625822e-15    3.37766752e+08
    1  0.05000    1   -31.75000  1.24100 -0.24900 -1.16000    5.60252155e-15    1.95711536e+08
    1  0.05000    2   -31.50000  1.24100 -0.24900 -1.16000    9.66903271e-15    1.13401008e+08
    1  0.05000    3   -31.25000  1.24100 -0.24900 -1.16000    1.66871996e-14    6.57077320e+07
    1  0.05000    4   -31.00000  1.24100 -0.24900 -1.16000    2.87994014e-14    3.80729480e+07
    1  0.05000    5   -30.75000  1.24100 -0.24900 -1.16000    4.97030870e-14    2.20605620e+07
    1  0.05000    6   -30.50000  1.24100 -0.24900 -1.16000    8.57794738e-14    1.27825230e+07
    1  0.05000    7   -30.25000  1.24100 -0.24900 -1.16000    1.48041423e-13    7.40656250e+06
    1  0.05000    8   -30.00000  1.24100 -0.24900 -1.16000    2.55495440e-13    4.29157600e+06
    1  0.05000    9   -29.75000  1.24100 -0.24900 -1.16000    4.40943479e-13    2.48666350e+06
    1  0.05000   10   -29.50000  1.24100 -0.24900 -1.16000    7.60996409e-13    1.44084525e+06
    1  0.05000   11   -29.25000  1.24100 -0.24900 -1.16000    1.31335492e-12    8.34868062e+05
    1  0.05000   12   -29.00000  1.24100 -0.24900 -1.16000    2.26663306e-12    4.83747500e+05
    1  0.05000   13   -28.75000  1.24100 -0.24900 -1.16000    3.91182789e-12    2.80298125e+05
    1  0.05000   14   -28.50000  1.24100 -0.24900 -1.16000    6.75114391e-12    1.62413672e+05
    1  0.05000   15   -28.25000  1.24100 -0.24900 -1.16000    1.16512728e-11    9.41080078e+04
    1  0.05000   16   -28.00000  1.24100 -0.24900 -1.16000    2.01078980e-11    5.45297188e+04
    1  0.05000   17   -27.75000  1.24100 -0.24900 -1.16000    3.47020954e-11    3.15968848e+04
    1  0.05000   18   -27.50000  1.24100 -0.24900 -1.16000    5.98876573e-11    1.83089160e+04
    1  0.05000   19   -27.25000  1.24100 -0.24900 -1.16000    1.03349114e-10    1.06094580e+04
    1  0.05000   20   -27.00000  1.24100 -0.24900 -1.16000    1.78342952e-10    6.14814355e+03
    1  0.05000   21   -26.75000  1.24100 -0.24900 -1.16000    3.07731202e-10    3.56310327e+03
