#   <z>    <M_{i}(z=2)>  M_{i}    N_Q      \log(\Phi) \sigma x 10^{-9}

  2.736 &   -24.195 &   -24.150 &       8 &   -6.994 &   35.833 \\
#
  2.850 &   -29.525 &   -29.550 &       1 &   -8.195 &    6.378 \\
  2.885 &   -28.841 &   -28.950 &       2 &   -7.894 &    9.020 \\
  2.864 &   -28.632 &   -28.650 &       1 &   -8.195 &    6.378 \\
  2.864 &   -28.406 &   -28.350 &       2 &   -7.894 &    9.020 \\
  2.904 &   -27.997 &   -28.050 &       8 &   -7.292 &   18.040 \\
  2.890 &   -27.734 &   -27.750 &       9 &   -7.241 &   19.134 \\
  2.908 &   -27.433 &   -27.450 &      21 &   -6.873 &   29.228 \\
  2.899 &   -27.126 &   -27.150 &      29 &   -6.733 &   34.347 \\
  2.880 &   -26.837 &   -26.850 &      33 &   -6.677 &   36.639 \\
  2.892 &   -26.552 &   -26.550 &      48 &   -6.514 &   44.188 \\
  2.886 &   -26.248 &   -26.250 &      60 &   -6.417 &   49.404 \\
  2.898 &   -25.929 &   -25.950 &      77 &   -6.309 &   55.967 \\
  2.905 &   -25.643 &   -25.650 &      83 &   -6.276 &   58.106 \\
  2.893 &   -25.353 &   -25.350 &      95 &   -6.218 &   62.165 \\
  2.896 &   -25.048 &   -25.050 &      77 &   -6.309 &   55.967 \\
  2.888 &   -24.758 &   -24.750 &      70 &   -6.350 &   53.362 \\
  2.889 &   -24.503 &   -24.450 &      26 &   -6.780 &   32.522 \\
  2.877 &   -24.151 &   -24.150 &       4 &   -7.593 &   12.756 \\
  2.924 &   -22.968 &   -22.950 &       1 &   -8.195 &    6.378 \\
#
  3.025 &   -29.393 &   -29.250 &       1 &   -8.286 &    5.172 \\
  3.109 &   -28.345 &   -28.350 &       4 &   -7.684 &   10.345 \\
  3.101 &   -28.015 &   -28.050 &       9 &   -7.332 &   15.517 \\
  3.124 &   -27.798 &   -27.750 &      10 &   -7.286 &   16.356 \\
  3.132 &   -27.475 &   -27.450 &      18 &   -7.031 &   21.944 \\
  3.092 &   -27.177 &   -27.150 &      26 &   -6.871 &   26.374 \\
  3.116 &   -26.841 &   -26.850 &      46 &   -6.624 &   35.080 \\
