## ii, zz[ii],   jj,   mag,     c1_test, c2_test,  alpha,     Phi[ii,jj] 
    0  0.00000    0   -32.00000 -0.60400 -0.67800 -3.29000    2.37520485e-12
    0  0.00000    1   -31.75000 -0.60400 -0.67800 -3.29000    4.25305364e-12
    0  0.00000    2   -31.50000 -0.60400 -0.67800 -3.29000    7.61552366e-12
    0  0.00000    3   -31.25000 -0.60400 -0.67800 -3.29000    1.36363681e-11
    0  0.00000    4   -31.00000 -0.60400 -0.67800 -3.29000    2.44172287e-11
    0  0.00000    5   -30.75000 -0.60400 -0.67800 -3.29000    4.37212558e-11
    0  0.00000    6   -30.50000 -0.60400 -0.67800 -3.29000    7.82865509e-11
    0  0.00000    7   -30.25000 -0.60400 -0.67800 -3.29000    1.40177286e-10
    0  0.00000    8   -30.00000 -0.60400 -0.67800 -3.29000    2.50993698e-10
    0  0.00000    9   -29.75000 -0.60400 -0.67800 -3.29000    4.49405180e-10
    0  0.00000   10   -29.50000 -0.60400 -0.67800 -3.29000    8.04634137e-10
    0  0.00000   11   -29.25000 -0.60400 -0.67800 -3.29000    1.44056678e-09
    0  0.00000   12   -29.00000 -0.60400 -0.67800 -3.29000    2.57886157e-09
    0  0.00000   13   -28.75000 -0.60400 -0.67800 -3.29000    4.61590455e-09
    0  0.00000   14   -28.50000 -0.60400 -0.67800 -3.29000    8.25997315e-09
    0  0.00000   15   -28.25000 -0.60400 -0.67800 -3.29000    1.47749777e-08
    0  0.00000   16   -28.00000 -0.60400 -0.67800 -3.29000    2.64115183e-08
    0  0.00000   17   -27.75000 -0.60400 -0.67800 -3.29000    4.71632227e-08
    0  0.00000   18   -27.50000 -0.60400 -0.67800 -3.29000    8.40768664e-08
    0  0.00000   19   -27.25000 -0.60400 -0.67800 -3.29000    1.49472854e-07
    0  0.00000   20   -27.00000 -0.60400 -0.67800 -3.29000    2.64573998e-07
    0  0.00000   21   -26.75000 -0.60400 -0.67800 -3.29000    4.65067899e-07
    0  0.00000   22   -26.50000 -0.60400 -0.67800 -3.29000    8.08668858e-07
    0  0.00000   23   -26.25000 -0.60400 -0.67800 -3.29000    1.38298822e-06
    0  0.00000   24   -26.00000 -0.60400 -0.67800 -3.29000    2.30792921e-06
    0  0.00000   25   -25.75000 -0.60400 -0.67800 -3.29000    3.72111504e-06
    0  0.00000   26   -25.50000 -0.60400 -0.67800 -3.29000    5.73484476e-06
    0  0.00000   27   -25.25000 -0.60400 -0.67800 -3.29000    8.37282369e-06
    0  0.00000   28   -25.00000 -0.60400 -0.67800 -3.29000    1.15314097e-05
    0  0.00000   29   -24.75000 -0.60400 -0.67800 -3.29000    1.50140440e-05
    0  0.00000   30   -24.50000 -0.60400 -0.67800 -3.29000    1.86236321e-05
    0  0.00000   31   -24.25000 -0.60400 -0.67800 -3.29000    2.22395029e-05
    0  0.00000   32   -24.00000 -0.60400 -0.67800 -3.29000    2.58338951e-05
    0  0.00000   33   -23.75000 -0.60400 -0.67800 -3.29000    2.94450638e-05
    0  0.00000   34   -23.50000 -0.60400 -0.67800 -3.29000    3.31427727e-05
    0  0.00000   35   -23.25000 -0.60400 -0.67800 -3.29000    3.70048983e-05
    0  0.00000   36   -23.00000 -0.60400 -0.67800 -3.29000    4.11064866e-05
    0  0.00000   37   -22.75000 -0.60400 -0.67800 -3.29000    4.55168047e-05
    0  0.00000   38   -22.50000 -0.60400 -0.67800 -3.29000    5.03001029e-05
    0  0.00000   39   -22.25000 -0.60400 -0.67800 -3.29000    5.55175757e-05
    0  0.00000   40   -22.00000 -0.60400 -0.67800 -3.29000    6.12295989e-05
    0  0.00000   41   -21.75000 -0.60400 -0.67800 -3.29000    6.74976036e-05
    0  0.00000   42   -21.50000 -0.60400 -0.67800 -3.29000    7.43857236e-05
    0  0.00000   43   -21.25000 -0.60400 -0.67800 -3.29000    8.19621710e-05
    0  0.00000   44   -21.00000 -0.60400 -0.67800 -3.29000    9.03003966e-05
    0  0.00000   45   -20.75000 -0.60400 -0.67800 -3.29000    9.94801740e-05
    0  0.00000   46   -20.50000 -0.60400 -0.67800 -3.29000    1.09588596e-04
    0  0.00000   47   -20.25000 -0.60400 -0.67800 -3.29000    1.20721073e-04
    0  0.00000   48   -20.00000 -0.60400 -0.67800 -3.29000    1.32982343e-04
    0  0.00000   49   -19.75000 -0.60400 -0.67800 -3.29000    1.46487553e-04
    0  0.00000   50   -19.50000 -0.60400 -0.67800 -3.29000    1.61363336e-04
    0  0.00000   51   -19.25000 -0.60400 -0.67800 -3.29000    1.77749112e-04
    0  0.00000   52   -19.00000 -0.60400 -0.67800 -3.29000    1.95798319e-04
    0  0.00000   53   -18.75000 -0.60400 -0.67800 -3.29000    2.15680047e-04
    0  0.00000   54   -18.50000 -0.60400 -0.67800 -3.29000    2.37580331e-04
    0  0.00000   55   -18.25000 -0.60400 -0.67800 -3.29000    2.61704350e-04
    0  0.00000   56   -18.00000 -0.60400 -0.67800 -3.29000    2.88277719e-04
    0  0.00000   57   -17.75000 -0.60400 -0.67800 -3.29000    3.17549362e-04
    0  0.00000   58   -17.50000 -0.60400 -0.67800 -3.29000    3.49793147e-04
    0  0.00000   59   -17.25000 -0.60400 -0.67800 -3.29000    3.85310996e-04
    1  0.05000    0   -32.00000 -0.60400 -0.67800 -3.29000    2.39776753e-12
    1  0.05000    1   -31.75000 -0.60400 -0.67800 -3.29000    4.29345361e-12
    1  0.05000    2   -31.50000 -0.60400 -0.67800 -3.29000    7.68786423e-12
    1  0.05000    3   -31.25000 -0.60400 -0.67800 -3.29000    1.37658973e-11
    1  0.05000    4   -31.00000 -0.60400 -0.67800 -3.29000    2.46491542e-11
    1  0.05000    5   -30.75000 -0.60400 -0.67800 -3.29000    4.41365659e-11
    1  0.05000    6   -30.50000 -0.60400 -0.67800 -3.29000    7.90300464e-11
    1  0.05000    7   -30.25000 -0.60400 -0.67800 -3.29000    1.41508347e-10
    1  0.05000    8   -30.00000 -0.60400 -0.67800 -3.29000    2.53376431e-10
    1  0.05000    9   -29.75000 -0.60400 -0.67800 -3.29000    4.53669685e-10
    1  0.05000   10   -29.50000 -0.60400 -0.67800 -3.29000    8.12264422e-10
    1  0.05000   11   -29.25000 -0.60400 -0.67800 -3.29000    1.45421286e-09
    1  0.05000   12   -29.00000 -0.60400 -0.67800 -3.29000    2.60324740e-09
    1  0.05000   13   -28.75000 -0.60400 -0.67800 -3.29000    4.65942795e-09
    1  0.05000   14   -28.50000 -0.60400 -0.67800 -3.29000    8.33749247e-09
    1  0.05000   15   -28.25000 -0.60400 -0.67800 -3.29000    1.49125867e-08
    1  0.05000   16   -28.00000 -0.60400 -0.67800 -3.29000    2.66544493e-08
    1  0.05000   17   -27.75000 -0.60400 -0.67800 -3.29000    4.75882302e-08
    1  0.05000   18   -27.50000 -0.60400 -0.67800 -3.29000    8.48091517e-08
    1  0.05000   19   -27.25000 -0.60400 -0.67800 -3.29000    1.50702192e-07
    1  0.05000   20   -27.00000 -0.60400 -0.67800 -3.29000    2.66545811e-07
    1  0.05000   21   -26.75000 -0.60400 -0.67800 -3.29000    4.67968505e-07
    1  0.05000   22   -26.50000 -0.60400 -0.67800 -3.29000    8.12193946e-07
    1  0.05000   23   -26.25000 -0.60400 -0.67800 -3.29000    1.38512007e-06
    1  0.05000   24   -26.00000 -0.60400 -0.67800 -3.29000    2.30214096e-06
    1  0.05000   25   -25.75000 -0.60400 -0.67800 -3.29000    3.69142253e-06
    1  0.05000   26   -25.50000 -0.60400 -0.67800 -3.29000    5.65004075e-06
    1  0.05000   27   -25.25000 -0.60400 -0.67800 -3.29000    8.18493299e-06
    1  0.05000   28   -25.00000 -0.60400 -0.67800 -3.29000    1.11840700e-05
    1  0.05000   29   -24.75000 -0.60400 -0.67800 -3.29000    1.44585274e-05
    1  0.05000   30   -24.50000 -0.60400 -0.67800 -3.29000    1.78310165e-05
    1  0.05000   31   -24.25000 -0.60400 -0.67800 -3.29000    2.12010709e-05
    1  0.05000   32   -24.00000 -0.60400 -0.67800 -3.29000    2.45530828e-05
    1  0.05000   33   -23.75000 -0.60400 -0.67800 -3.29000    2.79284650e-05
    1  0.05000   34   -23.50000 -0.60400 -0.67800 -3.29000    3.13943201e-05
    1  0.05000   35   -23.25000 -0.60400 -0.67800 -3.29000    3.50233022e-05
    1  0.05000   36   -23.00000 -0.60400 -0.67800 -3.29000    3.88847475e-05
    1  0.05000   37   -22.75000 -0.60400 -0.67800 -3.29000    4.30425498e-05
    1  0.05000   38   -22.50000 -0.60400 -0.67800 -3.29000    4.75561355e-05
    1  0.05000   39   -22.25000 -0.60400 -0.67800 -3.29000    5.24823772e-05
    1  0.05000   40   -22.00000 -0.60400 -0.67800 -3.29000    5.78776126e-05
    1  0.05000   41   -21.75000 -0.60400 -0.67800 -3.29000    6.37994235e-05
    1  0.05000   42   -21.50000 -0.60400 -0.67800 -3.29000    7.03080732e-05
    1  0.05000   43   -21.25000 -0.60400 -0.67800 -3.29000    7.74677901e-05
    1  0.05000   44   -21.00000 -0.60400 -0.67800 -3.29000    8.53478341e-05
    1  0.05000   45   -20.75000 -0.60400 -0.67800 -3.29000    9.40234968e-05
    1  0.05000   46   -20.50000 -0.60400 -0.67800 -3.29000    1.03577018e-04
    1  0.05000   47   -20.25000 -0.60400 -0.67800 -3.29000    1.14098526e-04
    1  0.05000   48   -20.00000 -0.60400 -0.67800 -3.29000    1.25686973e-04
    1  0.05000   49   -19.75000 -0.60400 -0.67800 -3.29000    1.38451127e-04
    1  0.05000   50   -19.50000 -0.60400 -0.67800 -3.29000    1.52510722e-04
    1  0.05000   51   -19.25000 -0.60400 -0.67800 -3.29000    1.67997496e-04
    1  0.05000   52   -19.00000 -0.60400 -0.67800 -3.29000    1.85056444e-04
    1  0.05000   53   -18.75000 -0.60400 -0.67800 -3.29000    2.03847405e-04
