#
# COSMOS z~4 data from Masters et al. (1207.2154v1)
# Their Table 1...
#
# M_1450    phi	    	 delta_phi
-24.4	    1.9e-7	 0.8e-7
-22.8	    3.5e-7	 1.2e-7
-21.9	    6.4e-7	 1.4e-7
-21.0	    20.6e-7	 2.6e-7

