#
# COSMOS z~3.2 data from Masters et al. (1207.2154v1)
# Their Table
#
# M_1450    phi	    	 delta_phi
-24.4	    5.3e-7	 2.6e-7
-22.8	    11.9e-7	 3.9e-7
-21.9	    39.0e-7	 7.1e-7
-21.0	    59.8e-7	 8.4e-7

