  0.49000   -26.85000    4.687549e-10     -8.80617545       1    1.562516e-09
  0.49000   -26.55000    1.875020e-09     -8.20411546       4    3.125033e-09
  0.49000   -26.25000    4.218794e-09     -7.85193294       9    4.687549e-09
  0.49000   -25.95000    8.906343e-09     -7.52742185      19    6.810850e-09
  0.49000   -25.65000    1.171887e-08     -7.40823544      25    7.812581e-09
  0.49000   -25.35000    2.250023e-08     -7.12493421      48    1.082543e-08
  0.49000   -25.05000    4.125043e-08     -6.86169278      88    1.465770e-08
  0.49000   -24.75000    6.843821e-08     -6.64182259     146    1.887996e-08
  0.49000   -24.45000    9.703226e-08     -6.49020510     207    2.248069e-08
  0.49000   -24.15000    1.382827e-07     -6.33635343     295    2.683710e-08
  0.49000   -23.85000    1.654705e-07     -6.25840074     353    2.935702e-08
  0.49000   -23.55000    1.387514e-07     -6.33488374     296    2.688255e-08
  0.49000   -23.25000    1.331264e-07     -6.35285711     284    2.633199e-08
  0.49000   -22.95000    7.406327e-08     -6.60751836     158    1.964053e-08
  0.87000   -28.65000    2.307844e-10     -9.11391486       1    7.692812e-10
  0.87000   -28.35000    2.307844e-10     -9.11391486       1    7.692812e-10
  0.87000   -28.05000    2.307844e-10     -9.11391486       1    7.692812e-10
  0.87000   -27.75000    4.615688e-10     -8.81288487       2    1.087928e-09
  0.87000   -27.45000    1.153922e-09     -8.41494486       5    1.720165e-09
  0.87000   -27.15000    4.384903e-09     -7.83516126      19    3.353219e-09
  0.87000   -26.85000    7.385100e-09     -7.60876488      32    4.351712e-09
  0.87000   -26.55000    1.546255e-08     -7.28784006      67    6.296839e-09
  0.87000   -26.25000    2.884805e-08     -7.01700485     125    8.600826e-09
  0.87000   -25.95000    4.407982e-08     -6.83288150     191    1.063168e-08
  0.87000   -25.65000    6.461963e-08     -6.66675683     280    1.287254e-08
  0.87000   -25.35000    1.077763e-07     -6.44459798     467    1.662431e-08
  0.87000   -25.05000    1.017759e-07     -6.46947627     441    1.615491e-08
  0.87000   -24.75000    6.461963e-08     -6.66675683     280    1.287254e-08
  0.87000   -24.45000    3.807942e-08     -6.89643092     165    9.881596e-09
  0.87000   -24.15000    4.846472e-09     -7.79169557      21    3.525289e-09
  0.87000   -23.85000    2.307844e-10     -9.11391486       1    7.692812e-10
  0.87000   -23.55000    2.307844e-10     -9.11391486       1    7.692812e-10
  1.25000   -29.55000    1.692503e-10     -9.24859194       1    5.641675e-10
  1.25000   -28.65000    3.385005e-10     -8.94756194       2    7.978533e-10
  1.25000   -28.35000    1.184752e-09     -8.40349390       7    1.492647e-09
  1.25000   -28.05000    2.031003e-09     -8.16941069      12    1.954334e-09
  1.25000   -27.75000    3.892756e-09     -7.88686410      23    2.705652e-09
  1.25000   -27.45000    7.616261e-09     -7.59537942      45    3.784551e-09
  1.25000   -27.15000    1.269377e-08     -7.37353067      75    4.885834e-09
  1.25000   -26.85000    2.708004e-08     -7.04447195     160    7.136217e-09
  1.25000   -26.55000    4.959032e-08     -6.78172432     293    9.656992e-09
  1.25000   -26.25000    8.631763e-08     -6.54102176     510    1.274070e-08
  1.25000   -25.95000    1.425087e-07     -6.32327984     842    1.637058e-08
  1.25000   -25.65000    1.235527e-07     -6.38526908     730    1.524297e-08
  1.25000   -25.35000    2.758779e-08     -7.03640433     163    7.202809e-09
  1.25000   -25.05000    3.385005e-10     -8.94756194       2    7.978533e-10
  1.25000   -24.75000    1.692503e-10     -9.24859194       1    5.641675e-10
  1.25000   -24.45000    8.462513e-10     -8.54962193       5    1.261517e-09
  1.25000   -24.15000    1.692503e-10     -9.24859194       1    5.641675e-10
  1.63000   -29.55000    1.465214e-10     -9.31122018       1    4.884047e-10
  1.63000   -29.25000    1.465214e-10     -9.31122018       1    4.884047e-10
  1.63000   -28.95000    5.860856e-10     -8.70916019       4    9.768094e-10
  1.63000   -28.65000    8.791285e-10     -8.53306893       6    1.196342e-09
  1.63000   -28.35000    2.783907e-09     -8.03246658      19    2.128907e-09
  1.63000   -28.05000    3.809557e-09     -7.89624683      26    2.490385e-09
  1.63000   -27.75000    1.010998e-08     -7.47237109      69    4.056994e-09
  1.63000   -27.45000    2.036648e-08     -7.16820538     139    5.758206e-09
  1.63000   -27.15000    3.589775e-08     -6.92205409     245    7.644742e-09
  1.63000   -26.85000    5.963421e-08     -6.70162577     407    9.853194e-09
  1.63000   -26.55000    1.059350e-07     -6.45208188     723    1.313255e-08
  1.63000   -26.25000    1.383162e-07     -6.33624818     944    1.500603e-08
  1.63000   -25.95000    8.278460e-08     -6.55917173     565    1.160925e-08
  1.63000   -25.65000    1.904778e-09     -8.19727683      13    1.760968e-09
  1.63000   -25.35000    1.465214e-10     -9.31122018       1    4.884047e-10
  1.63000   -25.05000    2.930428e-10     -9.01019018       2    6.907085e-10
  2.01000   -29.55000    2.751987e-10     -9.03747487       2    6.486496e-10
  2.01000   -29.25000    1.375994e-10     -9.33850487       1    4.586645e-10
  2.01000   -28.95000    1.100795e-09     -8.43541488       8    1.297299e-09
  2.01000   -28.65000    3.302385e-09     -7.95829363      24    2.246988e-09
  2.01000   -28.35000    4.127981e-09     -7.86138361      30    2.512209e-09
  2.01000   -28.05000    1.031995e-08     -7.46344360      75    3.972151e-09
  2.01000   -27.75000    1.830071e-08     -7.21465323     133    5.289577e-09
  2.01000   -27.45000    3.439984e-08     -6.94056486     250    7.252123e-09
  2.01000   -27.15000    5.242535e-08     -6.75757989     381    8.952774e-09
  2.01000   -26.85000    8.737559e-08     -6.53573114     635    1.155798e-08
  2.01000   -26.55000    7.223966e-08     -6.61834556     525    1.050932e-08
  2.01000   -26.25000    1.018235e-08     -7.46927315      74    3.945581e-09
  2.01000   -25.95000    5.503974e-10     -8.73644488       4    9.173290e-10
  2.01000   -25.65000    4.127981e-10     -8.86138361       3    7.944302e-10
  2.01000   -25.35000    1.375994e-10     -9.33850487       1    4.586645e-10
  2.40000   -30.45000    1.282623e-10     -9.36902221       1    4.275410e-10
  2.40000   -29.85000    1.282623e-10     -9.36902221       1    4.275410e-10
  2.40000   -29.25000    2.565246e-10     -9.06799222       2    6.046343e-10
  2.40000   -28.95000    1.410885e-09     -8.32762953      11    1.417993e-09
  2.40000   -28.65000    1.282623e-09     -8.36902221      10    1.352003e-09
  2.40000   -28.35000    4.873968e-09     -7.78923862      38    2.635540e-09
  2.40000   -28.05000    1.051751e-08     -7.45520836      82    3.871548e-09
  2.40000   -27.75000    1.770020e-08     -7.22914313     138    5.022470e-09
  2.40000   -27.45000    3.001338e-08     -6.99980636     234    6.540120e-09
  2.40000   -27.15000    3.783738e-08     -6.89920020     295    7.343258e-09
  2.40000   -26.85000    1.026098e-08     -7.46593223      80    3.824043e-09
  2.40000   -26.55000    5.130492e-10     -8.76696222       4    8.550820e-10
  2.40000   -26.25000    3.847869e-10     -8.89190096       3    7.405228e-10
  2.40000   -25.95000    1.282623e-10     -9.36902221       1    4.275410e-10
  2.40000   -25.65000    1.282623e-10     -9.36902221       1    4.275410e-10
  2.80000   -30.15000    1.292126e-10     -9.36581627       1    4.307088e-10
  2.80000   -29.85000    2.584253e-10     -9.06478628       2    6.091142e-10
  2.80000   -29.55000    2.584253e-10     -9.06478628       2    6.091142e-10
  2.80000   -29.25000    2.584253e-10     -9.06478628       2    6.091142e-10
  2.80000   -28.95000    1.292126e-09     -8.36581627      10    1.362021e-09
  2.80000   -28.65000    1.550552e-09     -8.28663503      12    1.492019e-09
  2.80000   -28.35000    2.713465e-09     -8.04359698      21    1.973756e-09
  2.80000   -28.05000    3.876379e-09     -7.88869502      30    2.359089e-09
  2.80000   -27.75000    8.011184e-09     -7.57342458      62    3.391404e-09
  2.80000   -27.45000    1.162914e-08     -7.41157376      90    4.086062e-09
  2.80000   -27.15000    6.719057e-09     -7.64981293      52    3.105885e-09
  2.80000   -26.85000    5.814569e-09     -7.71260376      45    2.889282e-09
  2.80000   -26.55000    6.977482e-09     -7.63342251      54    3.165050e-09
  2.80000   -26.25000    2.713465e-09     -8.04359698      21    1.973756e-09
  3.25000   -30.15000    1.062206e-10     -9.45091232       1    3.540688e-10
  3.25000   -29.55000    2.124413e-10     -9.14988233       2    5.007289e-10
